experiment,model,layer,domain,all_delta_auc,all_meta_mj_auc,all_truth_gt_auc,cb_cluster_n_boot_valid,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p_le_zero,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_question_clusters,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,fold_empty_quadrants,n_splits,question_clusters,sample_size,seed
Exp2A_GroupKFold,qwen25_7b,0,movies,0.004775318248355975,0.5839787750812276,0.5792034568328717,1000,-0.03706293706293706,0.0386546744662736,-0.1100555498342559,0.829,0.537006237006237,0.5915746679119966,0.47879060450036737,468,513,0.574069174069174,0.6249888639938282,0.516324779780996,,5,909,1824,410115444
Exp2A_GroupKFold,qwen25_7b,1,movies,-0.011199322669073974,0.603233724037605,0.614433046706679,1000,-0.0623322623322623,0.020166548355577015,-0.14496876234379416,0.928,0.5015687015687016,0.5558957149212066,0.45053832582930287,468,513,0.5639009639009639,0.6209706961422976,0.5080462634817599,,5,909,1824,2977768125
Exp2A_GroupKFold,qwen25_7b,2,movies,-0.013972077228534108,0.6356965708170184,0.6496686480455525,1000,-0.06577206577206574,0.02310690768540607,-0.15432909276463963,0.912,0.5141183141183141,0.5695388569751324,0.46137533048886525,468,513,0.5798903798903798,0.6311037360085735,0.5234664449316868,,5,909,1824,1418551067
Exp2A_GroupKFold,qwen25_7b,3,movies,-0.013469540128510538,0.6376562870490826,0.6511258271775932,1000,-0.05140805140805138,0.04039423230293916,-0.14697932378163756,0.863,0.543961443961444,0.6027640504645125,0.48118579490398516,468,513,0.5953694953694953,0.65226367493537,0.5410948017950636,,5,909,1824,2192132382
Exp2A_GroupKFold,qwen25_7b,4,movies,-0.010582346390004438,0.6517921342194138,0.6623744806094183,1000,-0.0435456435456435,0.053916800871239616,-0.13681351827672592,0.826,0.5548856548856549,0.6111155674390969,0.4953464101526481,468,513,0.5984312984312984,0.6537486410501611,0.5417629507723483,,5,909,1824,3083462723
Exp2A_GroupKFold,qwen25_7b,5,movies,-0.013724466867457874,0.6542094166351583,0.6679338835026162,1000,-0.05515025515025518,0.03822793086226732,-0.15420429054774087,0.871,0.5447930447930448,0.5996428221917368,0.48529293989854577,468,513,0.5999432999433,0.6534905939187269,0.5468999049394329,,5,909,1824,1561908287
Exp2A_GroupKFold,qwen25_7b,6,movies,0.014222866249760435,0.6978358529379722,0.6836129866882118,1000,-0.041409941409941475,0.06274908199261436,-0.14624789007153158,0.778,0.524059724059724,0.5791681732259437,0.4677758972278525,468,513,0.5654696654696655,0.6224359776436826,0.5126625904437179,,5,909,1824,3586959271
Exp2A_GroupKFold,qwen25_7b,7,movies,0.03089301007143852,0.7311625641650058,0.7002695540935673,1000,0.017879417879417936,0.12421446493173068,-0.09624711196979246,0.384,0.5457569457569458,0.5986322239788655,0.4886382155565443,468,513,0.5278775278775278,0.5858536711322285,0.46986666241519504,,5,909,1824,1073839324
Exp2A_GroupKFold,qwen25_7b,8,movies,0.024405048199051316,0.735949706170735,0.7115446579716836,1000,0.019051219051219093,0.1319578904514956,-0.08847279644376961,0.378,0.5471744471744472,0.6031367622891554,0.49062120708669577,468,513,0.5281232281232281,0.5866634214880748,0.46830561339511434,,5,909,1824,3825811969
Exp2A_GroupKFold,qwen25_7b,9,movies,0.025778254925631128,0.7440064597578873,0.7182282048322561,1000,0.0035532035532035433,0.11653587669865323,-0.10287154987304473,0.479,0.5536004536004536,0.6107203903059647,0.49789543942719594,468,513,0.5500472500472501,0.6087757115856534,0.48774547234292437,,5,909,1824,2489003843
Exp2A_GroupKFold,qwen25_7b,10,movies,0.030146989678370928,0.7508699525130893,0.7207229628347184,1000,-0.003137403137403183,0.10966262889056796,-0.11109387313281124,0.546,0.5473823473823474,0.606127443475135,0.4941856222039847,468,513,0.5505197505197506,0.6077158068336659,0.49163506510853844,,5,909,1824,196900605
Exp2A_GroupKFold,qwen25_7b,11,movies,0.032839956360335765,0.7544574251969008,0.7216174688365651,1000,-0.0025137025137025315,0.10426093460458147,-0.10698149916266941,0.501,0.5421848421848422,0.5974783167434283,0.48886962140681867,468,513,0.5446985446985447,0.6012206730521299,0.4853662148733528,,5,909,1824,4022551663
Exp2A_GroupKFold,qwen25_7b,12,movies,0.03703063590112321,0.7679754939343643,0.730944858033241,1000,0.005216405216405207,0.11188973652574628,-0.10547932478023815,0.488,0.5556794556794556,0.6140119411868032,0.49872841217566216,468,513,0.5504630504630504,0.6111748664960344,0.49047829717827096,,5,909,1824,1461017383
Exp2A_GroupKFold,qwen25_7b,13,movies,0.047946478067551035,0.7886082682337561,0.740661790166205,1000,0.006955206955206905,0.12393930652688559,-0.09894136654663009,0.448,0.5571158571158571,0.6146815179360131,0.5039738873402033,468,513,0.5501606501606502,0.6057697450558293,0.4869539570504628,,5,909,1824,3264400046
Exp2A_GroupKFold,qwen25_7b,14,movies,0.07776408269701562,0.8308876399453997,0.7531235572483841,1000,0.06809676809676801,0.1794415151066986,-0.054287387387387386,0.107,0.6043659043659043,0.6591642276935269,0.5445180458926069,468,513,0.5362691362691363,0.6001887246140623,0.4762760248286564,,5,909,1824,1107090391
Exp2A_GroupKFold,qwen25_7b,15,movies,0.11792230142738103,0.890453272495402,0.7725309710680209,1000,0.1716877716877716,0.26788400586315586,0.06426861185250445,0.001,0.6807597807597807,0.7264321495968434,0.6264776765193222,468,513,0.5090720090720091,0.5678625381514805,0.45077656285012807,,5,909,1824,4221691852
Exp2A_GroupKFold,qwen25_7b,16,movies,0.1409720876903472,0.9190492364284204,0.7780771487380732,1000,0.22545832545832545,0.3255965260731349,0.1205379533421686,0.0,0.7318087318087318,0.7768836954360423,0.6834137855069459,468,513,0.5063504063504064,0.5685373502443608,0.44787193255318675,,5,909,1824,2849534937
Exp2A_GroupKFold,qwen25_7b,17,movies,0.16837170856711825,0.9539319290195651,0.7855602204524469,1000,0.3261387261387261,0.42345930418063665,0.24160279364325699,0.0,0.8224721224721224,0.8594106319697602,0.7861459038214452,468,513,0.49633339633339635,0.5518299918062493,0.4344831740759427,,5,909,1824,892865081
