experiment,model,layer,source,target,direction,delta_auc,delta_auc_ci_high,delta_auc_ci_low,delta_auc_p,delta_n_boot_valid,meta_gt_auc,meta_gt_auc_ci_high,meta_gt_auc_ci_low,meta_gt_auc_p,meta_gt_n_boot_valid,meta_mj_auc,meta_mj_auc_ci_high,meta_mj_auc_ci_low,meta_mj_auc_p,meta_mj_n_boot_valid,model_label,n_B,n_C,n_questions,sample_size,source_empty_quadrants,source_label,target_label,truth_gt_auc,truth_gt_auc_ci_high,truth_gt_auc_ci_low,truth_gt_auc_p,truth_gt_n_boot_valid,truth_mj_auc,truth_mj_auc_ci_high,truth_mj_auc_ci_low,truth_mj_auc_p,truth_mj_n_boot_valid
OOD,qwen25_14b,16,math,truthfulqa_binary,math->truthfulqa_binary,0.20248226950354614,0.3524138386535967,0.04313201594912806,0.004,1000,0.3939322301024429,0.47339754603376755,0.3157836039913911,0.995,1000,0.6060677698975572,0.6863049951001641,0.5328628219409597,0.003,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.40358550039401103,0.47879064331324633,0.3336017482344511,0.996,1000,0.5964144996059889,0.677110234625406,0.5184141576378108,0.008,1000
OOD,qwen25_14b,16,movies,mmlu,movies->mmlu,-0.08306878306878307,0.043490857742591156,-0.2214449583958469,0.896,1000,0.504021164021164,0.5709951454076141,0.43494065184573505,0.424,1000,0.49597883597883596,0.5641366973920863,0.43256822061931655,0.529,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.579047619047619,0.6459584776753079,0.5116088192544459,0.01,1000,0.42095238095238097,0.49058291544854093,0.3579865616713415,0.988,1000
OOD,qwen25_14b,16,movies,truthfulqa_binary,movies->truthfulqa_binary,0.16650906225374307,0.3157026511180992,0.012854691992921911,0.017,1000,0.42147360126083533,0.4945178396985626,0.35144794739582047,0.982,1000,0.5785263987391647,0.6541509081785024,0.49503194279346824,0.028,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.4120173364854216,0.47926144101011003,0.34733102670027577,0.992,1000,0.5879826635145784,0.6587656812120736,0.5217272780252389,0.004,1000
OOD,qwen25_14b,17,math,mmlu,math->mmlu,-0.05285714285714288,0.08286325976445323,-0.18303575082148907,0.776,1000,0.5236507936507937,0.5899383868239814,0.45401714900322326,0.259,1000,0.47634920634920636,0.5488597025016902,0.40750023837542576,0.749,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.5292063492063492,0.5867032744683963,0.46066465944204127,0.199,1000,0.4707936507936508,0.5387178932018248,0.4063031849237583,0.811,1000
OOD,qwen25_14b,17,math,truthfulqa_binary,math->truthfulqa_binary,0.1819148936170213,0.3351989781832587,0.023396675127154553,0.01,1000,0.4030732860520095,0.4833141993218087,0.32272619829707766,0.993,1000,0.5969267139479906,0.6707394046252668,0.521728019612037,0.004,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.4150118203309693,0.487778447741179,0.3442520178301002,0.985,1000,0.5849881796690307,0.6596846551388391,0.5115822905305487,0.01,1000
OOD,qwen25_14b,17,movies,mmlu,movies->mmlu,-0.05920634920634915,0.07344477369972154,-0.1845421884925592,0.797,1000,0.481957671957672,0.5522981684958393,0.4085014743934881,0.682,1000,0.5180423280423281,0.589480790163485,0.45283451236375855,0.289,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5772486772486772,0.6418892272200477,0.51601805315192,0.008,1000,0.42275132275132277,0.492424705780287,0.36280489390591913,0.987,1000
OOD,qwen25_14b,17,movies,truthfulqa_binary,movies->truthfulqa_binary,0.1648739164696611,0.29599361611439384,0.022040954923872938,0.013,1000,0.42257683215130026,0.501648505162627,0.3454384531266532,0.971,1000,0.5774231678486997,0.6552737925403355,0.4996588247792875,0.028,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.41254925137903864,0.48297401011686725,0.3440389644660745,0.994,1000,0.5874507486209614,0.6543726938484401,0.520421521907118,0.006,1000
OOD,qwen25_14b,18,math,mmlu,math->mmlu,-0.04788359788359786,0.07961773458718946,-0.1792610350076104,0.791,1000,0.5041798941798942,0.568051929066346,0.43413070093809336,0.446,1000,0.4958201058201058,0.564141258622251,0.42522375331560724,0.562,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.5437037037037037,0.6031570884682494,0.47726352603376115,0.088,1000,0.4562962962962963,0.523770117159195,0.3958448653503599,0.894,1000
OOD,qwen25_14b,18,math,truthfulqa_binary,math->truthfulqa_binary,0.18313632781717892,0.31532326366444013,0.04234324431622602,0.002,1000,0.3975571315996848,0.4750926940676335,0.31905862908626736,0.998,1000,0.6024428684003152,0.6767134115703006,0.525575911219919,0.004,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.4193065405831363,0.4938982083789626,0.34859578569031435,0.987,1000,0.5806934594168637,0.6456971980071816,0.5111947250394091,0.011,1000
OOD,qwen25_14b,18,movies,mmlu,movies->mmlu,-0.10444444444444445,0.02712131584240341,-0.2251522280925201,0.944,1000,0.5068253968253968,0.5715980175437194,0.4431758845541893,0.421,1000,0.49317460317460315,0.5572202754472222,0.42675793504901965,0.595,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5976190476190476,0.654911109991942,0.53105815973657,0.002,1000,0.4023809523809524,0.4639075040582183,0.34067426884609464,0.998,1000
OOD,qwen25_14b,18,movies,truthfulqa_binary,movies->truthfulqa_binary,0.1777383766745469,0.32006860844530705,0.028778812212890675,0.01,1000,0.4132781717888101,0.4923822424759703,0.3353618326198078,0.988,1000,0.5867218282111899,0.664786293358348,0.5057983441750444,0.02,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.408983451536643,0.4761181764973934,0.3414638599915214,0.997,1000,0.5910165484633569,0.6646745437582389,0.527102629108342,0.002,1000
OOD,qwen25_14b,19,math,mmlu,math->mmlu,-0.05539682539682539,0.06659416519500674,-0.17506004356819885,0.805,1000,0.5062962962962962,0.5709979883313543,0.43763209546707965,0.422,1000,0.4937037037037037,0.5649779583951037,0.423396685491771,0.571,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.5491005291005291,0.6104401649470766,0.48409733359219426,0.07,1000,0.4508994708994709,0.509932749707818,0.3894853915242385,0.947,1000
OOD,qwen25_14b,19,math,truthfulqa_binary,math->truthfulqa_binary,0.21485421591804565,0.3628304417241884,0.07121075572346817,0.004,1000,0.38514578408195427,0.46260624215597906,0.3095634367003384,0.997,1000,0.6148542159180457,0.6858912343960786,0.5390643818853439,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.4,0.4729816421895861,0.3291053441464941,0.997,1000,0.6,0.6691535794590598,0.5313736444371387,0.001,1000
OOD,qwen25_14b,19,movies,mmlu,movies->mmlu,-0.13259259259259254,-0.014590869916436792,-0.2465967108026301,0.983,1000,0.5166666666666667,0.5769951822371177,0.4537661804937458,0.334,1000,0.48333333333333334,0.5459479602785514,0.4198682030482966,0.715,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.6159259259259259,0.6722103793408538,0.5525876254180602,0.0,1000,0.38407407407407407,0.44479401003333424,0.32501037466517113,1.0,1000
OOD,qwen25_14b,19,movies,truthfulqa_binary,movies->truthfulqa_binary,0.22391646966115053,0.35991835269085665,0.07177584647844867,0.003,1000,0.38853427895981085,0.46612694131506155,0.3156969447032596,0.999,1000,0.6114657210401891,0.6829696051610896,0.5319259029213633,0.003,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.3875492513790386,0.4594566014006682,0.31520472339879346,1.0,1000,0.6124507486209614,0.6850992074465039,0.5424595650707181,0.003,1000
OOD,qwen25_14b,20,math,mmlu,math->mmlu,0.0380423280423281,0.15747314684561056,-0.1012149104524991,0.306,1000,0.4671957671957672,0.5353396403145959,0.39609201996074644,0.82,1000,0.5328042328042328,0.6049088499584753,0.4629700891241583,0.174,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.49476190476190474,0.5581196553434494,0.4330114902485044,0.549,1000,0.5052380952380953,0.567429478878534,0.4412662181013175,0.43,1000
OOD,qwen25_14b,20,math,truthfulqa_binary,math->truthfulqa_binary,0.23940110323089048,0.39218710730026,0.09251223435928241,0.0,1000,0.3652876280535855,0.4432737765032736,0.29025771463426264,1.0,1000,0.6347123719464145,0.7055845887031231,0.5490661954401281,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.395311268715524,0.4738578439412504,0.3245338717538119,0.994,1000,0.604688731284476,0.6821325033092636,0.537210539978489,0.002,1000
OOD,qwen25_14b,20,movies,mmlu,movies->mmlu,-0.08216931216931223,0.04145364990065147,-0.19887068160597576,0.896,1000,0.49047619047619045,0.5581544672701235,0.4261662736321397,0.59,1000,0.5095238095238095,0.5811842542919439,0.4422684864288667,0.391,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5916931216931217,0.6468265756675722,0.5357622601279317,0.002,1000,0.4083068783068783,0.4742532882389977,0.3524427541089429,0.997,1000
OOD,qwen25_14b,20,movies,truthfulqa_binary,movies->truthfulqa_binary,0.36071710007880226,0.49774614011041973,0.23083091269525632,0.0,1000,0.3182821118991332,0.38884608108968705,0.25530328939186664,1.0,1000,0.6817178881008669,0.752378862543821,0.610541248126594,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.3210007880220646,0.3910173654985218,0.2530882609678479,1.0,1000,0.6789992119779353,0.7465384176652569,0.6098992465487841,0.0,1000
OOD,qwen25_14b,21,math,mmlu,math->mmlu,0.1253439153439153,0.24678909284011122,-0.004005313475711233,0.027,1000,0.4156084656084656,0.48733365030600057,0.3488709269175047,0.988,1000,0.5843915343915344,0.6528929105710011,0.5215093908524027,0.005,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.45904761904761904,0.5197791015537686,0.39815996573000656,0.91,1000,0.540952380952381,0.6023617123185152,0.4776557166267204,0.111,1000
OOD,qwen25_14b,21,math,truthfulqa_binary,math->truthfulqa_binary,0.2676516942474389,0.4039471439003372,0.13428615196078436,0.0,1000,0.33979511426319936,0.41011732292211484,0.28043242660589596,1.0,1000,0.6602048857368006,0.723475592390066,0.5883338181070706,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.3925531914893617,0.4656908338746309,0.32250456919247095,1.0,1000,0.6074468085106383,0.6753453747103441,0.5342494877386892,0.001,1000
OOD,qwen25_14b,21,movies,mmlu,movies->mmlu,-0.0467724867724868,0.0659477738142283,-0.16468827036273084,0.802,1000,0.46285714285714286,0.5284990988306473,0.4007509478549611,0.846,1000,0.5371428571428571,0.6040152300289029,0.4716375853937444,0.126,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5839153439153439,0.6407079069256774,0.5221644623871438,0.005,1000,0.41608465608465606,0.4783514389586317,0.36065326966368083,0.998,1000
OOD,qwen25_14b,21,movies,truthfulqa_binary,movies->truthfulqa_binary,0.41252955082742315,0.5161008986928105,0.3019628397056441,0.0,1000,0.2843971631205674,0.34264081367282745,0.2277300478078442,1.0,1000,0.7156028368794326,0.7707876676248815,0.6536556469688803,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.30307328605200945,0.3552920081555858,0.24976261375628994,1.0,1000,0.6969267139479906,0.7501984785287705,0.642137076496451,0.0,1000
OOD,qwen25_14b,22,math,mmlu,math->mmlu,0.1677777777777778,0.2986519104005128,0.048755488012440666,0.005,1000,0.40534391534391534,0.4730541915406673,0.3379866427032788,0.996,1000,0.5946560846560847,0.664136458770005,0.5307497543616769,0.004,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.42687830687830686,0.48847063787684786,0.35986118304827486,0.99,1000,0.5731216931216931,0.6353611539008577,0.5107592810073726,0.013,1000
OOD,qwen25_14b,22,math,truthfulqa_binary,math->truthfulqa_binary,0.32840819542947197,0.45697740812698845,0.18395209191042808,0.0,1000,0.3153270291568164,0.38469524019416795,0.24748607605825182,1.0,1000,0.6846729708431836,0.7494429745717114,0.6163585443847679,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.3562647754137116,0.42298096902219234,0.2889517159026011,1.0,1000,0.6437352245862884,0.7136052302517357,0.576193629798453,0.001,1000
OOD,qwen25_14b,22,movies,mmlu,movies->mmlu,0.02624338624338629,0.13756631771815828,-0.08632979344219953,0.305,1000,0.4244973544973545,0.48680457310911485,0.3619944285522182,0.992,1000,0.5755026455026455,0.6366418367163804,0.5116045453782987,0.01,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5492592592592592,0.6116426487995347,0.4911240055957569,0.048,1000,0.4507407407407407,0.5068121698407227,0.39165584068794773,0.959,1000
OOD,qwen25_14b,22,movies,truthfulqa_binary,movies->truthfulqa_binary,0.4405437352245863,0.5550323882036775,0.3225243008748164,0.0,1000,0.26308116627265565,0.32577230548504715,0.20544219680820403,1.0,1000,0.7369188337273443,0.7936449596064202,0.6794338077057158,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.29637509850275806,0.3552158204536074,0.23963698437512923,1.0,1000,0.7036249014972419,0.7642561701444883,0.6435767090972687,0.0,1000
OOD,qwen25_14b,23,math,mmlu,math->mmlu,0.13248677248677254,0.2521549661531279,-0.0019724574885545978,0.027,1000,0.447989417989418,0.5182683819063507,0.381458275053888,0.92,1000,0.5520105820105821,0.6191557622739018,0.4752812237736687,0.082,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.4195238095238095,0.4853791879517789,0.3572270505876769,0.99,1000,0.5804761904761905,0.6423014728674182,0.5188887539685162,0.009,1000
OOD,qwen25_14b,23,math,truthfulqa_binary,math->truthfulqa_binary,0.3799054373522458,0.5060588018316703,0.25639134130405217,0.0,1000,0.2793144208037825,0.3435640044350428,0.21576257564867352,1.0,1000,0.7206855791962175,0.7849397351630782,0.6582218664046134,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.34078014184397165,0.4057710120723297,0.27585100399669615,1.0,1000,0.6592198581560283,0.725539468747961,0.5896012554669433,0.0,1000
OOD,qwen25_14b,23,movies,mmlu,movies->mmlu,0.04888888888888887,0.16648049540615978,-0.05843016882824186,0.211,1000,0.3955026455026455,0.46123938082238614,0.3359896115624201,1.0,1000,0.6044973544973545,0.6596200210799102,0.5427599363248021,0.001,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5556084656084657,0.6191053484719032,0.4993429428259161,0.028,1000,0.4443915343915344,0.5014349409170933,0.3830348996350365,0.971,1000
OOD,qwen25_14b,23,movies,truthfulqa_binary,movies->truthfulqa_binary,0.4985421591804571,0.6068237415313104,0.39859267417615896,0.0,1000,0.23896769109535068,0.29470534080528515,0.18166055482118776,1.0,1000,0.7610323089046493,0.8110754802751206,0.7042157892639433,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.26249014972419227,0.31855332435507033,0.20936359316954306,1.0,1000,0.7375098502758077,0.7879601822606535,0.6785755051084104,0.0,1000
OOD,qwen25_14b,24,math,mmlu,math->mmlu,0.2101587301587302,0.3350589959113786,0.08526102618792168,0.001,1000,0.40285714285714286,0.4735053784880335,0.3370041550850643,0.996,1000,0.5971428571428572,0.6593109152141998,0.5301358893771236,0.002,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.386984126984127,0.45531864539110917,0.32256866865291123,1.0,1000,0.613015873015873,0.6745358337622234,0.5539486064644491,0.0,1000
OOD,qwen25_14b,24,math,truthfulqa_binary,math->truthfulqa_binary,0.3945626477541371,0.509608804647527,0.27661980242290135,0.0,1000,0.26887312844759653,0.3331981640802791,0.2097284205005662,1.0,1000,0.7311268715524034,0.7863611113427263,0.6664209868868213,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.33656422379826634,0.40168128766261324,0.27778801942787273,1.0,1000,0.6634357762017337,0.7253452075150872,0.5953057818114857,0.0,1000
OOD,qwen25_14b,24,movies,mmlu,movies->mmlu,0.06894179894179897,0.18105417262935897,-0.03632262484303296,0.109,1000,0.37417989417989417,0.4375528901475594,0.3127221060617071,1.0,1000,0.6258201058201058,0.6885063357600901,0.5626600974266398,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5568783068783069,0.6103024953694431,0.49919939885626763,0.027,1000,0.44312169312169314,0.4921450184211403,0.38287310614573966,0.985,1000
OOD,qwen25_14b,24,movies,truthfulqa_binary,movies->truthfulqa_binary,0.5343183609141056,0.6390815933788082,0.4351445047489823,0.0,1000,0.21891252955082743,0.2746046308290205,0.1693883855553166,1.0,1000,0.7810874704491726,0.8275950000670502,0.7286464058094962,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.24676910953506698,0.30127669664610796,0.19776342992698237,1.0,1000,0.753230890464933,0.8024916813234269,0.70243777615458,0.0,1000
OOD,qwen25_14b,25,math,mmlu,math->mmlu,0.1970899470899471,0.32983544685990335,0.0668517906249344,0.001,1000,0.39735449735449735,0.46047332936535773,0.33813238708786064,0.999,1000,0.6026455026455027,0.6735862931822759,0.5335192260885063,0.001,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.40555555555555556,0.47073687734964664,0.3394068959937876,0.999,1000,0.5944444444444444,0.6568685976738045,0.5277134226752815,0.003,1000
OOD,qwen25_14b,25,math,truthfulqa_binary,math->truthfulqa_binary,0.486327817178881,0.5900094193121819,0.3668233533384474,0.0,1000,0.22825059101654846,0.28740854062045046,0.17568016522320393,1.0,1000,0.7717494089834516,0.8241296053954194,0.7119029556465258,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.28542159180457055,0.34518257903118976,0.22997721419760261,1.0,1000,0.7145784081954295,0.768393621057991,0.6572774065892985,0.0,1000
OOD,qwen25_14b,25,movies,mmlu,movies->mmlu,0.14190476190476187,0.24945694572602975,0.02948792658571429,0.009,1000,0.33994708994708994,0.4035418563774043,0.2798939723641233,1.0,1000,0.66005291005291,0.7211785477449365,0.5976566818985599,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.5181481481481481,0.5763370569701107,0.46084937746672017,0.279,1000,0.48185185185185186,0.5351052719885907,0.42523846798631576,0.752,1000
OOD,qwen25_14b,25,movies,truthfulqa_binary,movies->truthfulqa_binary,0.7222222222222222,0.7920161097583924,0.6461975045648205,0.0,1000,0.12754137115839242,0.16413745720266162,0.09374742445054945,1.0,1000,0.8724586288416075,0.9051037522472444,0.8355305176227272,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.15023640661938534,0.18762352339593,0.10988858356101255,1.0,1000,0.8497635933806147,0.8881135595132235,0.8064512680127532,0.0,1000
OOD,qwen25_14b,26,math,mmlu,math->mmlu,0.18624338624338627,0.3098785231198789,0.060500652651619226,0.009,1000,0.4158730158730159,0.48103409468229613,0.3431165902618339,0.997,1000,0.5841269841269842,0.6517328430330528,0.5178073656398764,0.007,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.3978835978835979,0.46194812100753646,0.32947558516329156,0.999,1000,0.6021164021164022,0.6664286256950598,0.5337051807467585,0.002,1000
OOD,qwen25_14b,26,math,truthfulqa_binary,math->truthfulqa_binary,0.5285263987391646,0.6344784747484249,0.4223456016099694,0.0,1000,0.23368794326241135,0.2952603881277361,0.18080186777142496,1.0,1000,0.7663120567375886,0.8179240791539814,0.7103613512189905,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.23778565799842397,0.29725314928488905,0.18415073206126223,1.0,1000,0.762214342001576,0.8109079599452379,0.7028071986987828,0.0,1000
OOD,qwen25_14b,26,movies,mmlu,movies->mmlu,0.39507936507936503,0.48456584168755223,0.301955840068964,0.0,1000,0.19037037037037038,0.24355325113969284,0.14478410640023467,1.0,1000,0.8096296296296296,0.8578715728715728,0.7608739260739261,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.41455026455026456,0.47450533334450906,0.35993170095729937,0.996,1000,0.5854497354497354,0.6437147533794207,0.5283924775504881,0.001,1000
OOD,qwen25_14b,26,movies,truthfulqa_binary,movies->truthfulqa_binary,0.8447596532702916,0.8930478844994181,0.7936580749055784,0.0,1000,0.08286052009456264,0.11491212642817938,0.05576062165889893,1.0,1000,0.9171394799054373,0.9443003085089455,0.8855367258854323,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.07237982663514578,0.09956808080507892,0.045227735889466165,1.0,1000,0.9276201733648543,0.9524385489850785,0.8985724689081194,0.0,1000
OOD,qwen25_14b,27,math,mmlu,math->mmlu,0.2694708994708994,0.3916283047274917,0.14137340633959253,0.0,1000,0.3852380952380952,0.45006460642466645,0.3201985437352246,1.0,1000,0.6147619047619047,0.6786134550613876,0.5496282569472384,0.0,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.3452910052910053,0.4100506442148233,0.2817933906324341,1.0,1000,0.6547089947089947,0.7096195256995417,0.5921856234434457,0.0,1000
OOD,qwen25_14b,27,math,truthfulqa_binary,math->truthfulqa_binary,0.6463750985027581,0.7297817811274959,0.5487952116095718,0.0,1000,0.15338849487785658,0.19745069529103293,0.11507954928154468,1.0,1000,0.8466115051221434,0.8863483486372684,0.7997519960791449,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.20023640661938535,0.2517165437706286,0.15539451668086118,1.0,1000,0.7997635933806146,0.8462901507376529,0.7502631529138278,0.0,1000
OOD,qwen25_14b,27,movies,mmlu,movies->mmlu,0.4816931216931217,0.5749141204074014,0.3818990290884282,0.0,1000,0.1733862433862434,0.22065986165698337,0.12849389585654997,1.0,1000,0.8266137566137566,0.8724285719621541,0.7776308971039332,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.3449206349206349,0.40840797472698903,0.28156075412487214,1.0,1000,0.655079365079365,0.7174060905375865,0.5921537764215762,0.0,1000
OOD,qwen25_14b,27,movies,truthfulqa_binary,movies->truthfulqa_binary,0.865799842395587,0.9106460146702534,0.813651109964474,0.0,1000,0.07245862884160756,0.10294711693489285,0.045528587129262485,1.0,1000,0.9275413711583924,0.9547234200900943,0.8957420902082651,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.06174152876280536,0.09065438869940665,0.0369556922546053,1.0,1000,0.9382584712371946,0.962659825998576,0.9092104848655506,0.0,1000
OOD,qwen25_14b,28,math,mmlu,math->mmlu,0.3138624338624339,0.42121314562699297,0.2056957799619025,0.0,1000,0.37693121693121695,0.4476536167113422,0.31074753827952584,1.0,1000,0.6230687830687831,0.68344021884793,0.5543708024913471,0.001,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.3092063492063492,0.37139348560432267,0.24954700659957207,1.0,1000,0.6907936507936508,0.7465857884482866,0.63374985683027,0.0,1000
OOD,qwen25_14b,28,math,truthfulqa_binary,math->truthfulqa_binary,0.6306934594168636,0.7114052806968287,0.5286116609866919,0.0,1000,0.1466509062253743,0.19353860131964293,0.10555026679602231,1.0,1000,0.8533490937746256,0.8940828859321506,0.8105534613908175,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.222655634357762,0.2769754085594456,0.17340652678521024,1.0,1000,0.777344365642238,0.8278586400169993,0.7232753294184062,0.0,1000
OOD,qwen25_14b,28,movies,mmlu,movies->mmlu,0.3568783068783069,0.4708071818298246,0.24117666345460922,0.0,1000,0.24497354497354498,0.3018770683949255,0.1935933630831576,1.0,1000,0.755026455026455,0.8113512963214334,0.6980173160173161,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.39814814814814814,0.46322619729174497,0.33605720406220246,0.998,1000,0.6018518518518519,0.661953590483506,0.5376506113906244,0.0,1000
OOD,qwen25_14b,28,movies,truthfulqa_binary,movies->truthfulqa_binary,0.8122537431048069,0.8648696180986102,0.7531560681877728,0.0,1000,0.08274231678486997,0.11434764457841647,0.054915224464726825,1.0,1000,0.91725768321513,0.9455296525616027,0.8833941247052517,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.10500394011032309,0.13790782682169686,0.07395456133773619,1.0,1000,0.8949960598896769,0.9257317224342351,0.8568013374784473,0.0,1000
OOD,qwen25_14b,29,math,mmlu,math->mmlu,0.3123280423280423,0.42457647909857255,0.1993756185527768,0.0,1000,0.379047619047619,0.44440280742439014,0.3103448025551684,0.999,1000,0.6209523809523809,0.6863507411125364,0.5522727256939621,0.0,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.30862433862433863,0.3687726747746833,0.24854644128913708,1.0,1000,0.6913756613756614,0.7514131483578823,0.6292057666281269,0.0,1000
OOD,qwen25_14b,29,math,truthfulqa_binary,math->truthfulqa_binary,0.6222222222222222,0.7109153411099328,0.5162069637695771,0.0,1000,0.1504334121355398,0.19638204707170223,0.1097008029485754,1.0,1000,0.8495665878644602,0.8872761080218009,0.8035605074250457,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.22734436564223798,0.28126825534133504,0.17646173057255923,1.0,1000,0.772655634357762,0.8236564757603946,0.7206800367078139,0.0,1000
OOD,qwen25_14b,29,movies,mmlu,movies->mmlu,0.42137566137566135,0.5269439402238286,0.3230514163081584,0.0,1000,0.20613756613756615,0.26226667211507027,0.1575799108692418,1.0,1000,0.7938624338624338,0.8431279438337851,0.7462019383178353,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.3724867724867725,0.43514398835409285,0.3052217938434138,1.0,1000,0.6275132275132275,0.6890829997105923,0.5621390596039411,0.0,1000
OOD,qwen25_14b,29,movies,truthfulqa_binary,movies->truthfulqa_binary,0.8195035460992908,0.8735679250057805,0.7538347749271074,0.0,1000,0.10216706067769897,0.13906727281500547,0.07014368893688937,1.0,1000,0.897832939322301,0.930630678922244,0.8598737802522657,0.0,1000,Qwen2.5-14B,270,94,292,364,,Movies source,TruthfulQA,0.07832939322301025,0.10640081735832323,0.05234816688555053,1.0,1000,0.9216706067769898,0.9483278209683862,0.8930044699872286,0.0,1000
OOD,qwen25_14b,30,math,mmlu,math->mmlu,0.37661375661375657,0.49320600554539545,0.2566348053285608,0.0,1000,0.3477248677248677,0.4107502419795067,0.28831408320785046,1.0,1000,0.6522751322751322,0.7220771875797619,0.5901677294528014,0.0,1000,Qwen2.5-14B,135,140,201,275,,Math source,MMLU,0.27566137566137566,0.34126960175756027,0.21416576634175194,1.0,1000,0.7243386243386244,0.7800727479174906,0.6637979827989426,0.0,1000
OOD,qwen25_14b,30,math,truthfulqa_binary,math->truthfulqa_binary,0.6046099290780141,0.6937143131279179,0.4993986600900799,0.0,1000,0.16627265563435775,0.21506753017239044,0.122788330551907,1.0,1000,0.8337273443656422,0.8785425556600649,0.7884890833639729,0.0,1000,Qwen2.5-14B,270,94,292,364,,Math source,TruthfulQA,0.22911741528762805,0.28324303284221053,0.18141326403538302,1.0,1000,0.7708825847123719,0.8225281365810687,0.7184243064729605,0.0,1000
OOD,qwen25_14b,30,movies,mmlu,movies->mmlu,0.2915873015873016,0.41093951185796557,0.1643551723603283,0.0,1000,0.3088888888888889,0.3682744633662483,0.24849192237350134,1.0,1000,0.6911111111111111,0.7546629894670959,0.6318230264901346,0.0,1000,Qwen2.5-14B,135,140,201,275,,Movies source,MMLU,0.3995238095238095,0.46757950619792726,0.3365515712643353,1.0,1000,0.6004761904761905,0.6657518705404334,0.5353326905474833,0.001,1000
