experiment,model,layer,source,target,direction,delta_auc,delta_auc_ci_high,delta_auc_ci_low,delta_auc_p,delta_n_boot_valid,meta_gt_auc,meta_gt_auc_ci_high,meta_gt_auc_ci_low,meta_gt_auc_p,meta_gt_n_boot_valid,meta_mj_auc,meta_mj_auc_ci_high,meta_mj_auc_ci_low,meta_mj_auc_p,meta_mj_n_boot_valid,model_label,n_B,n_C,n_questions,sample_size,source_empty_quadrants,source_label,target_label,truth_gt_auc,truth_gt_auc_ci_high,truth_gt_auc_ci_low,truth_gt_auc_p,truth_gt_n_boot_valid,truth_mj_auc,truth_mj_auc_ci_high,truth_mj_auc_ci_low,truth_mj_auc_p,truth_mj_n_boot_valid
OOD,llama31_8b,2,movies,mmlu,movies->mmlu,0.017790579464588174,0.1562560766766103,-0.10801627031803246,0.38,1000,0.4481531684174856,0.6126834844420075,0.28419117403301014,0.734,1000,0.5518468315825144,0.7205219592965493,0.39414330897708794,0.274,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.5340562521179262,0.6794864666762014,0.39028348951733777,0.304,1000,0.4659437478820739,0.6054573156174887,0.317094751866491,0.667,1000
OOD,llama31_8b,2,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.0015865003245114084,0.03862082126912838,-0.046158915311698016,0.512,1000,0.5355880868248359,0.5936656274630641,0.48481572212785307,0.087,1000,0.46441191317516406,0.5177211670227376,0.40824557240042136,0.897,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.46599841349967547,0.5234621998877406,0.4059755663197725,0.879,1000,0.5340015865003245,0.5905535901592697,0.4754795809835708,0.111,1000
OOD,llama31_8b,3,math,mmlu,math->mmlu,-0.07692307692307693,0.1500083402835696,-0.32975967026694764,0.739,1000,0.5997966790918333,0.766311940862089,0.41021735371564755,0.146,1000,0.40020332090816674,0.5857163608372629,0.219516288199578,0.879,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.47712639783124366,0.667207558555337,0.2895538371059521,0.605,1000,0.5228736021687563,0.7108236011807828,0.3391576542366626,0.385,1000
OOD,llama31_8b,3,math,truthfulqa_binary,math->truthfulqa_binary,0.07041898031297322,0.10253717858361554,0.03631795064988573,0.0,1000,0.417213528520949,0.4701441478179073,0.36729879558511,0.999,1000,0.5827864714790509,0.6344773552947179,0.5301752530569406,0.003,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.5123674911660777,0.5705533437459949,0.45658056666765384,0.322,1000,0.4876325088339223,0.5374606242153532,0.4275701800070669,0.693,1000
OOD,llama31_8b,3,movies,mmlu,movies->mmlu,0.12588952897322947,0.3201899711849806,-0.06581538897933005,0.1,1000,0.35598102338190446,0.5370651875320489,0.18553416750697227,0.944,1000,0.6440189766180956,0.8267846686324948,0.4604530261303318,0.064,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.5181294476448661,0.6662600290955996,0.3667893612746554,0.424,1000,0.4818705523551339,0.6340550181587338,0.3260097428233038,0.575,1000
OOD,llama31_8b,3,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.040005047955577966,-0.002098267054810731,-0.07891144516795119,0.978,1000,0.5407802697050552,0.5970383721052902,0.481649676916221,0.087,1000,0.45921973029494484,0.5187296531099045,0.40111899247112676,0.911,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.4992247782505228,0.5549640959006704,0.44414483799346954,0.484,1000,0.5007752217494772,0.554375406442323,0.443174731985664,0.53,1000
OOD,llama31_8b,4,math,mmlu,math->mmlu,-0.05676042019654348,0.23120610630780658,-0.3334583652337474,0.661,1000,0.5491358861402914,0.7023392105920392,0.4054499430851313,0.256,1000,0.4508641138597086,0.5890469128626056,0.2872814023549817,0.746,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.5076245340562521,0.674000047394893,0.3374159849159849,0.452,1000,0.49237546594374787,0.6859354831994005,0.3176365546218487,0.508,1000
OOD,llama31_8b,4,math,truthfulqa_binary,math->truthfulqa_binary,0.036543592702098504,0.1340056376609619,-0.058285235808185384,0.245,1000,0.4475012619888945,0.5005958940518583,0.3839010485688765,0.973,1000,0.5524987380111055,0.6053399569746377,0.49647596192708754,0.034,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.515955145309007,0.5684815023233721,0.4614936707477353,0.31,1000,0.484044854690993,0.5407898377463652,0.4294247014077841,0.702,1000
OOD,llama31_8b,4,movies,mmlu,movies->mmlu,-0.14520501524906815,0.1920386904761904,-0.47504053544494723,0.802,1000,0.5403253134530668,0.7322687124703254,0.3251840590843756,0.364,1000,0.4596746865469332,0.6603712303769708,0.2612803726572176,0.626,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.6048797017960014,0.7479368358913813,0.44539000424284503,0.1,1000,0.39512029820399863,0.5569773976023974,0.23818047516033197,0.919,1000
OOD,llama31_8b,4,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.0698961563423956,-0.005857959356746076,-0.13330439641111794,0.987,1000,0.551074493401601,0.5999408568904223,0.4981218841413303,0.028,1000,0.4489255065983991,0.5015119709316174,0.39558250317886084,0.971,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.5188216629407947,0.5732012050038465,0.4644824230077093,0.233,1000,0.4811783370592053,0.5360685929137198,0.4269170492905953,0.737,1000
OOD,llama31_8b,5,math,mmlu,math->mmlu,-0.06133514063029483,0.1904276815858811,-0.33372040551316867,0.691,1000,0.518468315825144,0.7012148266223734,0.33401265625572785,0.426,1000,0.481531684174856,0.6646524245527426,0.3134909875012912,0.589,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.5428668248051508,0.6841503887778683,0.409324272219009,0.264,1000,0.4571331751948492,0.6067210996888417,0.31600973973254154,0.726,1000
OOD,llama31_8b,5,math,truthfulqa_binary,math->truthfulqa_binary,0.004326819066849341,0.11182964991739712,-0.09994178502310383,0.493,1000,0.496989255065984,0.5516992539203557,0.4445519255493486,0.564,1000,0.503010744934016,0.5554859182918168,0.44877270683453235,0.446,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.49868392586716664,0.559315568086711,0.44101192239850723,0.512,1000,0.5013160741328333,0.5592940414028784,0.4390994946598395,0.484,1000
OOD,llama31_8b,5,movies,mmlu,movies->mmlu,0.0022026431718061845,0.3127447169099959,-0.3187007043687566,0.5,1000,0.5083022704168079,0.6882193167190321,0.33918208856576343,0.479,1000,0.49169772958319213,0.6592861295989608,0.30626828508379095,0.539,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.48949508641138595,0.6452189522447033,0.3251900278940028,0.589,1000,0.510504913588614,0.6619580158289836,0.35963019181663947,0.443,1000
OOD,llama31_8b,5,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.1736136150573303,-0.07333765229464671,-0.2775244142996237,1.0,1000,0.5966322924929689,0.6479846690122044,0.5443061377538994,0.0,1000,0.4033677075070311,0.4604512583209497,0.34816200907770123,1.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.5769813225643614,0.6303626432190523,0.5210543764646038,0.0,1000,0.4230186774356386,0.48145799145769314,0.37342096066090535,0.996,1000
OOD,llama31_8b,6,math,mmlu,math->mmlu,-0.06692646560487969,0.1903324243604725,-0.3421657351713375,0.67,1000,0.5345645543883429,0.6727052712018061,0.3826533069579427,0.315,1000,0.46543544561165706,0.6036681595726691,0.32127353182033686,0.683,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.5323619112165368,0.6740744446992043,0.3955473400524855,0.328,1000,0.46763808878346325,0.5984577492476826,0.3152835656741907,0.692,1000
OOD,llama31_8b,6,math,truthfulqa_binary,math->truthfulqa_binary,0.008545467657027461,0.1164788060490877,-0.10377280357673115,0.469,1000,0.502776375567895,0.5536539911308204,0.4512583733962898,0.462,1000,0.497223624432105,0.5574456948016755,0.44262960532445444,0.522,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.48867815677507753,0.546045383410481,0.4331299252374217,0.642,1000,0.5113218432249225,0.5652117481117731,0.45452383412887776,0.326,1000
OOD,llama31_8b,6,movies,mmlu,movies->mmlu,-0.291087766858692,-0.003967806387161266,-0.5607025295830652,0.976,1000,0.7085733649610302,0.8283200357648887,0.583501181755185,0.004,1000,0.2914266350389698,0.4260543665835779,0.1778717814707066,0.999,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.5825144018976618,0.763703287626039,0.41119195856111224,0.163,1000,0.4174855981023382,0.5857350704510943,0.25354460268720586,0.838,1000
OOD,llama31_8b,6,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.14496646715223194,-0.037186781108300794,-0.2442264289844517,0.994,1000,0.5775221749477176,0.6295809697125206,0.5233410203593827,0.004,1000,0.4224778250522824,0.47474614803210985,0.36568431025364617,0.998,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.5674442922045143,0.623971613125041,0.5123998211909802,0.01,1000,0.4325557077954857,0.48503188359652966,0.37702711494684954,0.991,1000
OOD,llama31_8b,7,math,mmlu,math->mmlu,-0.08302270416807866,0.14768557773459737,-0.28700638607336026,0.755,1000,0.5474415452389021,0.6687078741735123,0.4384729751046865,0.174,1000,0.4525584547610979,0.5659449722624698,0.34772832906292045,0.801,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.5355811589291766,0.6766796673091507,0.41139437902532916,0.295,1000,0.46441884107082343,0.5902374401913875,0.3227578877578878,0.73,1000
OOD,llama31_8b,7,math,truthfulqa_binary,math->truthfulqa_binary,-0.026898391865580185,0.07645246547492146,-0.1270841770239261,0.685,1000,0.5466395038580804,0.6035695881143437,0.4908597220543621,0.051,1000,0.45336049614191964,0.5122125242308537,0.39473340319659783,0.942,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.48025888800749983,0.5361740895753603,0.423242387575249,0.755,1000,0.5197411119925002,0.5746384587807618,0.464114760432621,0.255,1000
OOD,llama31_8b,7,movies,mmlu,movies->mmlu,-0.29803456455438837,-0.05764814983020817,-0.5133094523758517,0.992,1000,0.6589291765503219,0.7808284413527882,0.5302657198880463,0.009,1000,0.3410708234496781,0.4674789414090348,0.22097541774880644,0.994,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.6391053880040665,0.7681197536791678,0.519542484789823,0.003,1000,0.3608946119959336,0.4944084533568273,0.24622961293378523,0.981,1000
OOD,llama31_8b,7,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.15531477608711336,-0.059783967816470426,-0.23304119016624394,1.0,1000,0.5555094829451215,0.6032958186595706,0.500519242999475,0.022,1000,0.44449051705487846,0.4951698046071021,0.3943331714004048,0.984,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.5998052931419918,0.6511138054737614,0.5464386472044439,0.0,1000,0.40019470685800823,0.4510269564704335,0.3442363088447236,1.0,1000
OOD,llama31_8b,8,math,mmlu,math->mmlu,0.011521518129447572,0.29613478436027985,-0.2814513045192701,0.46,1000,0.48763131141985766,0.6579797714540362,0.3134621511078226,0.571,1000,0.5123686885801423,0.6828894313320488,0.34435873583345494,0.41,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.5008471704506947,0.6480910802296075,0.360385101010101,0.485,1000,0.49915282954930534,0.6541797952111004,0.3456279915570984,0.509,1000
OOD,llama31_8b,8,math,truthfulqa_binary,math->truthfulqa_binary,-0.04447609432465566,0.05182337398218942,-0.1406796046601937,0.803,1000,0.5144047018100526,0.5655794799066307,0.4594552900729968,0.322,1000,0.48559529818994734,0.5445104594093335,0.424851385632478,0.672,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.530071392514603,0.5815232728212072,0.4761768040002384,0.127,1000,0.469928607485397,0.5256328681847054,0.414347058281082,0.852,1000
OOD,llama31_8b,8,movies,mmlu,movies->mmlu,0.04506946797695699,0.3787038281718957,-0.29162952284314214,0.35,1000,0.4706879024059641,0.6380611050877935,0.2958664221423822,0.658,1000,0.529312097594036,0.6760663099838813,0.37777009222661395,0.355,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.484242629617079,0.6616111347668724,0.2997523271359829,0.586,1000,0.515757370382921,0.6981426629573063,0.3413647005965933,0.446,1000
OOD,llama31_8b,8,movies,truthfulqa_binary,movies->truthfulqa_binary,-0.10452873728996898,-0.01474149151326863,-0.20294850715789253,0.986,1000,0.526826278214466,0.5739735767305998,0.47618769675513484,0.133,1000,0.473173721785534,0.5260254967809204,0.41996168917312926,0.845,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.577702459075503,0.631349005281422,0.5252946903947174,0.0,1000,0.422297540924497,0.47630417283392157,0.3669272743335117,0.996,1000
OOD,llama31_8b,9,math,mmlu,math->mmlu,0.08098949508641134,0.36525814651535643,-0.22355192512858765,0.278,1000,0.457641477465266,0.6021174789831506,0.3151505821713863,0.728,1000,0.5423585225347339,0.6832561843937647,0.3969674231674073,0.272,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.4613690274483226,0.6133254515128232,0.3230316113684383,0.711,1000,0.5386309725516774,0.668555676687872,0.38481226869384766,0.294,1000
OOD,llama31_8b,9,math,truthfulqa_binary,math->truthfulqa_binary,0.06259464916708735,0.17861551029734624,-0.05808843416362778,0.158,1000,0.4437513521309584,0.5037224423876125,0.3859891818796484,0.969,1000,0.5562486478690416,0.615250028962362,0.499552531100887,0.026,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.49365399870195426,0.549148113244628,0.43777530121772246,0.592,1000,0.5063460012980457,0.5677142553975718,0.44578937706498206,0.419,1000
OOD,llama31_8b,9,movies,mmlu,movies->mmlu,-0.04354456116570654,0.20251002666440246,-0.29054887339771057,0.639,1000,0.5377838021009828,0.7024613630271669,0.3732165065008479,0.301,1000,0.4622161978990173,0.6350578896182835,0.31223093482444425,0.654,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.5057607590647238,0.6675215678856831,0.34254718605953677,0.48,1000,0.49423924093527616,0.6486989119384733,0.32927125079097236,0.528,1000
OOD,llama31_8b,9,movies,truthfulqa_binary,movies->truthfulqa_binary,0.3031117040455758,0.3893949555968898,0.21305655502250653,0.0,1000,0.23368428643542222,0.27896248815421565,0.19122863771945336,1.0,1000,0.7663157135645777,0.8060474189155096,0.7205585180450965,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.4632040095190019,0.5206710815786437,0.40680836633985695,0.888,1000,0.536795990480998,0.59033050316677,0.4787072560998286,0.112,1000
OOD,llama31_8b,10,math,mmlu,math->mmlu,0.25465943747882075,0.5388096105150818,-0.0384511461692669,0.043,1000,0.35123686885801425,0.5241780572061461,0.20982643183331748,0.959,1000,0.6487631311419858,0.7984160644292013,0.48995510129760605,0.034,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.39410369366316506,0.548825730755752,0.2512257009480212,0.919,1000,0.605896306336835,0.757843984962406,0.44417602156405805,0.088,1000
OOD,llama31_8b,10,math,truthfulqa_binary,math->truthfulqa_binary,0.06789500252397779,0.1813577922158315,-0.039062859673338536,0.092,1000,0.4512872286723877,0.5096471207865167,0.3954725753111188,0.949,1000,0.5487127713276123,0.6041371427847066,0.4921710983452178,0.053,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.4808177688036345,0.5389775404180857,0.421558020126443,0.734,1000,0.5191822311963654,0.576352934987481,0.464328006172323,0.257,1000
OOD,llama31_8b,10,movies,mmlu,movies->mmlu,0.17383937648254827,0.422007133729776,-0.1127285898900695,0.107,1000,0.38427651643510674,0.5328609064511104,0.25377575714544504,0.946,1000,0.6157234835648933,0.741983253717609,0.47781825218289325,0.044,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.441884107082345,0.6023825610894276,0.2919392164030029,0.772,1000,0.5581158929176551,0.7163250421003908,0.39502117812351495,0.241,1000
OOD,llama31_8b,10,movies,truthfulqa_binary,movies->truthfulqa_binary,0.19355303959039444,0.30244551223779803,0.08351559381710046,0.0,1000,0.328639936539987,0.38264619171079595,0.276847457926407,1.0,1000,0.671360063460013,0.7252975112104982,0.6154642740782849,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.47780702386961854,0.5395414363522618,0.4219265858610121,0.773,1000,0.5221929761303815,0.5814705631732152,0.4672390559362994,0.226,1000
OOD,llama31_8b,11,math,mmlu,math->mmlu,0.30243985089800063,0.5771910558365104,0.022316516853091144,0.017,1000,0.338529312097594,0.4676074762104497,0.19211863173216884,0.993,1000,0.6614706879024059,0.7906529069197472,0.5155569257243379,0.014,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.3590308370044053,0.5399917431706225,0.20137438875246882,0.941,1000,0.6409691629955947,0.7806638462480746,0.4757799018973895,0.047,1000
OOD,llama31_8b,11,math,truthfulqa_binary,math->truthfulqa_binary,0.11009951683853758,0.21494992800133852,0.001980170788116057,0.024,1000,0.44239922117256797,0.5015623406005257,0.3882187544401819,0.969,1000,0.5576007788274321,0.614278697323511,0.5019734436155061,0.019,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.4475012619888945,0.5040962391095586,0.390186887288782,0.964,1000,0.5524987380111055,0.608192519834373,0.49985815572426456,0.027,1000
OOD,llama31_8b,11,movies,mmlu,movies->mmlu,0.13114198576753644,0.4703300622050621,-0.20191895980817542,0.211,1000,0.40698068451372416,0.5858983564562354,0.2406443587835998,0.859,1000,0.5930193154862758,0.7565822226019594,0.4206021890950761,0.134,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.4618773297187394,0.6356401982190255,0.28533408912775726,0.695,1000,0.5381226702812606,0.7085895228367138,0.3599638910014229,0.362,1000
OOD,llama31_8b,11,movies,truthfulqa_binary,movies->truthfulqa_binary,0.32788274320328836,0.4206187628206896,0.2292517289829571,0.0,1000,0.21232061729285354,0.25678176008771136,0.1682845602839843,1.0,1000,0.7876793827071464,0.8297068188335659,0.74093004777532,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.4597966395038581,0.5171965192635827,0.4051042136291367,0.91,1000,0.5402033604961419,0.5977936321808274,0.482987640021965,0.084,1000
OOD,llama31_8b,12,math,mmlu,math->mmlu,0.21518129447644863,0.4931184573002755,-0.09003823839662442,0.083,1000,0.43646221619789904,0.5735599994435506,0.2955406782256355,0.805,1000,0.563537783802101,0.7192356552394845,0.4061054827361844,0.235,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.34835648932565233,0.5346731961220597,0.1826162096811693,0.952,1000,0.6516435106743477,0.8146416382447474,0.464864235466914,0.053,1000
OOD,llama31_8b,12,math,truthfulqa_binary,math->truthfulqa_binary,0.2653602076873153,0.36071353862535144,0.15731340546488173,0.0,1000,0.3833381409100743,0.43822037600683866,0.33383456808444806,1.0,1000,0.6166618590899258,0.6698436165228496,0.5664566644108493,0.0,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.3513016514026105,0.40301451134320554,0.30214140352593016,1.0,1000,0.6486983485973895,0.6967133621392724,0.5997141355686476,0.0,1000
OOD,llama31_8b,12,movies,mmlu,movies->mmlu,0.042697390715011885,0.3911973662047858,-0.3186121829307167,0.392,1000,0.4622161978990173,0.6627682699478,0.26445804570344766,0.635,1000,0.5377838021009828,0.7131125422673754,0.3431525631321533,0.358,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.49508641138597087,0.6720630931614582,0.32135048302501135,0.53,1000,0.5049135886140291,0.6696526834292791,0.3253424157871756,0.473,1000
OOD,llama31_8b,12,movies,truthfulqa_binary,movies->truthfulqa_binary,0.39446167159443285,0.4926849817433066,0.2980668028246306,0.0,1000,0.24349174298694742,0.28647573653556796,0.19956360922353267,1.0,1000,0.7565082570130526,0.7989714707050999,0.7106931292156858,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.3620465854186197,0.4145540029403813,0.31114883435542057,1.0,1000,0.6379534145813802,0.6890745414595093,0.5835010446515955,0.0,1000
OOD,llama31_8b,13,math,mmlu,math->mmlu,0.12741443578447986,0.42269539240924037,-0.18795321118893607,0.194,1000,0.42629617078956283,0.576815070935036,0.2855537581007531,0.85,1000,0.5737038292104372,0.7188508077288565,0.4236095610119048,0.158,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.4462893934259573,0.6192215600615115,0.2696685146299684,0.738,1000,0.5537106065740427,0.7133330366810541,0.36746464646464644,0.277,1000
OOD,llama31_8b,13,math,truthfulqa_binary,math->truthfulqa_binary,0.2697591404052787,0.3630187745675056,0.1679093816444249,0.0,1000,0.35743131174731374,0.4063227691890386,0.3038925416995009,1.0,1000,0.6425686882526862,0.6952408988957902,0.5899882319866916,0.0,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.3728095478474075,0.42139140326027563,0.32154994970851464,1.0,1000,0.6271904521525925,0.6765844368958924,0.5707300650964444,0.0,1000
OOD,llama31_8b,13,movies,mmlu,movies->mmlu,0.06404608607251783,0.38473623260463746,-0.2876972949966286,0.346,1000,0.4235852253473399,0.6106564286439645,0.25314586365841824,0.811,1000,0.5764147746526601,0.7498712448647972,0.3878425992364045,0.188,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.5123686885801423,0.6811536129122545,0.3375243880585855,0.434,1000,0.48763131141985766,0.673367903930131,0.31033463183200716,0.536,1000
OOD,llama31_8b,13,movies,truthfulqa_binary,movies->truthfulqa_binary,0.5267361361505732,0.6067395202122574,0.43329950759912794,0.0,1000,0.19813225643614335,0.23576933421224752,0.16122120361901404,1.0,1000,0.8018677435638566,0.8393110328340291,0.7613389330697311,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.27513160741328335,0.3249017340680163,0.2280474860478083,1.0,1000,0.7248683925867166,0.7713428805528854,0.6771531570118142,0.0,1000
OOD,llama31_8b,14,math,mmlu,math->mmlu,0.2021348695357506,0.5042747434371858,-0.13434927598179275,0.124,1000,0.3903761436801084,0.5630747659479108,0.23214860530385475,0.902,1000,0.6096238563198916,0.7648774092970521,0.45361218699333455,0.093,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.40748898678414097,0.5970714670106263,0.2222044043560124,0.825,1000,0.5925110132158591,0.7674527669992609,0.39905430703112194,0.152,1000
OOD,llama31_8b,14,math,truthfulqa_binary,math->truthfulqa_binary,0.28459652412201625,0.3851457120452748,0.18072482772158951,0.0,1000,0.3525816687098868,0.40758070833109483,0.3015375547115248,1.0,1000,0.6474183312901132,0.6973333043164327,0.5935024979530432,0.0,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.3628218071680969,0.41462117289109707,0.31413231558223026,1.0,1000,0.6371781928319031,0.689665299154348,0.5889300226916119,0.0,1000
OOD,llama31_8b,14,movies,mmlu,movies->mmlu,0.17451711284310406,0.5742301111738262,-0.23985347358042378,0.195,1000,0.39190105049135887,0.5759242678280885,0.20142910824145097,0.877,1000,0.6080989495086412,0.8008187577902472,0.4194736970663101,0.119,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.4335818366655371,0.6302867955978314,0.23859577604059776,0.767,1000,0.5664181633344629,0.7701407994589263,0.35120540247392223,0.265,1000
OOD,llama31_8b,14,movies,truthfulqa_binary,movies->truthfulqa_binary,0.3802552823249441,0.4764632323696589,0.28315267653138937,0.0,1000,0.29586428210860316,0.3430080073606895,0.24810527803957727,1.0,1000,0.7041357178913968,0.7525311808196498,0.6566708855824197,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.32388043556645274,0.3724869485879277,0.27788161287636864,1.0,1000,0.6761195644335473,0.7266822359555852,0.628693757349087,0.0,1000
OOD,llama31_8b,15,math,mmlu,math->mmlu,0.26956963741104706,0.5679276574985631,-0.07512730719062596,0.063,1000,0.35276177566926464,0.5170061929595827,0.2129540754230076,0.955,1000,0.6472382243307353,0.8072990060705577,0.4676604745234572,0.053,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.37766858691968824,0.5730613107220175,0.20496548933672362,0.905,1000,0.6223314130803118,0.8212078264517289,0.43475882421747614,0.107,1000
OOD,llama31_8b,15,math,truthfulqa_binary,math->truthfulqa_binary,0.3237181798514459,0.41708591929007544,0.22198072766306887,0.0,1000,0.32966755606836373,0.38226163540184915,0.28093832457503026,1.0,1000,0.6703324439316363,0.7174705562980288,0.6181161092093377,0.0,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.34661426408019036,0.397184940092691,0.2991096260741878,1.0,1000,0.6533857359198096,0.7048414875396795,0.6049741051676215,0.0,1000
OOD,llama31_8b,15,movies,mmlu,movies->mmlu,0.31802778719078273,0.6646403734456849,-0.05289946603383272,0.047,1000,0.31921382582175534,0.5085640646240089,0.15509782819107087,0.968,1000,0.6807861741782446,0.8440656277410238,0.5028935896123395,0.024,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.3627583869874619,0.575739802066886,0.17190271514947478,0.908,1000,0.6372416130125381,0.825922619047619,0.4386948837014725,0.079,1000
OOD,llama31_8b,15,movies,truthfulqa_binary,movies->truthfulqa_binary,0.2864895074637629,0.39143541756630706,0.17800755181189962,0.0,1000,0.33877190452152595,0.3895190904910477,0.28706302961788654,1.0,1000,0.661228095478474,0.7119792106960884,0.608256037860445,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.37473858801471116,0.4278889262098091,0.3205039721833223,1.0,1000,0.6252614119852888,0.6729682183228878,0.573857156712183,0.0,1000
OOD,llama31_8b,16,math,mmlu,math->mmlu,0.34005421890884446,0.6493604212993296,0.0017753840875764707,0.025,1000,0.3007455099966113,0.445271079130903,0.1610946252368694,0.998,1000,0.6992544900033887,0.8355556713928273,0.5587305425506424,0.005,1000,Llama-3.1-8B,13,454,258,467,,Math source,MMLU,0.3592002710945442,0.565577768936631,0.16392535642071693,0.93,1000,0.6407997289054558,0.8294793641935845,0.4442164806135394,0.083,1000
OOD,llama31_8b,16,math,truthfulqa_binary,math->truthfulqa_binary,0.3613254489074782,0.4571284677708242,0.26689401186823863,0.0,1000,0.31001658613975625,0.3603150375611248,0.26207952548929414,1.0,1000,0.6899834138602438,0.7361060716394975,0.6395674940962073,0.0,1000,Llama-3.1-8B,283,196,420,479,,Math source,TruthfulQA,0.32865796495276556,0.3761311458189952,0.28011395920327026,1.0,1000,0.6713420350472344,0.7200500946243159,0.6169977796911499,0.0,1000
OOD,llama31_8b,16,movies,mmlu,movies->mmlu,0.32378854625550657,0.6757312209283803,-0.04007980623726065,0.05,1000,0.32175533717383936,0.517303431984529,0.14973776313420217,0.964,1000,0.6782446628261606,0.8484371754354729,0.4977991956280897,0.027,1000,Llama-3.1-8B,13,454,258,467,,Movies source,MMLU,0.354456116570654,0.5526349710217374,0.16487992019747147,0.931,1000,0.645543883429346,0.8300923489396727,0.4309620785427237,0.069,1000
OOD,llama31_8b,16,movies,truthfulqa_binary,movies->truthfulqa_binary,0.38532126631571356,0.48128524479575735,0.2795727298818805,0.0,1000,0.3024987380111055,0.34962827275386693,0.2570867621631531,1.0,1000,0.6975012619888945,0.7483373363895548,0.6483371509563876,0.0,1000,Llama-3.1-8B,283,196,420,479,,Movies source,TruthfulQA,0.31217999567318094,0.3687463397160802,0.2633643669389059,1.0,1000,0.6878200043268191,0.7375433111674565,0.6382852806443667,0.0,1000
