experiment,model,layer,domain,source,target,direction,all_delta_auc,all_delta_auc_ci_high,all_delta_auc_ci_low,all_delta_auc_p,all_meta_gt_auc,all_meta_gt_auc_ci_high,all_meta_gt_auc_ci_low,all_meta_gt_auc_p,all_meta_mj_auc,all_meta_mj_auc_ci_high,all_meta_mj_auc_ci_low,all_meta_mj_auc_p,all_truth_gt_auc,all_truth_gt_auc_ci_high,all_truth_gt_auc_ci_low,all_truth_gt_auc_p,all_truth_mj_auc,all_truth_mj_auc_ci_high,all_truth_mj_auc_ci_low,all_truth_mj_auc_p,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_gt_auc,cb_meta_gt_auc_ci_high,cb_meta_gt_auc_ci_low,cb_meta_gt_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,cb_truth_mj_auc,cb_truth_mj_auc_ci_high,cb_truth_mj_auc_ci_low,cb_truth_mj_auc_p,cohens_d,cohens_d_ci_high,cohens_d_ci_low,cohens_d_p,delta_score,fold_empty_quadrants,fold_meta_gt_auc_mean,fold_meta_mj_auc_mean,fold_meta_mj_auc_std,fold_truth_gt_auc_mean,fold_truth_gt_auc_std,fold_truth_mj_auc_mean,n_B,n_C,source_empty_quadrants,threshold,threshold_mode
Exp2B,qwen25_14b,24,nan,movies,math,movies->math,0.2295068602974483,0.2447782975676262,0.2125410262829587,0.0,0.6658046499976054,0.6788764353092537,0.6521976049929915,0.0,0.8496346965491568,0.8609915119149004,0.8399375686659744,0.0,0.6201278362517084,0.6341636105723054,0.6093147785357292,0.0,0.7894006760123757,0.8031494278772077,0.7759971871254681,0.0,,,,,0.5087518377738731,0.5604483432785862,0.4612505761675408,0.0,0.2451343816115035,0.2680855795152697,0.2209725807607342,1.0,0.7548656183884964,0.7811679795515643,0.7310366069982648,0.0,1728.0,0.2461137806146233,0.2756701617936134,0.2204615524561657,1.0,0.7538862193853767,0.7753961895773038,0.7249669567767197,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,25,nan,math,movies,math->movies,0.1197972214154513,0.1403095461244137,0.0931500833590163,0.0,0.6873161927383867,0.7036107219497845,0.6679899338415307,0.0,0.7263906836805339,0.7442984587442005,0.7104504180314456,0.0,0.6065934622650826,0.623446869622019,0.5872239007760114,0.0,0.6919097273246486,0.7119023710082044,0.6696693900799606,0.0,,,,,0.2473702981596842,0.3199969142440983,0.1869856812887654,0.0,0.3868871558324219,0.4245690567749402,0.3482695549131521,1.0,0.613112844167578,0.6535536901181246,0.5745207320683234,0.0,1407.0,0.3657425460078938,0.4044926597936636,0.3197490716805611,1.0,0.6342574539921061,0.676300186171583,0.5892962401349717,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,25,nan,movies,math,movies->math,0.2223829555123182,0.2356805628905846,0.2069396331788981,0.0,0.6751339701813653,0.6882884232579132,0.6596971595085435,0.0,0.8635260400131858,0.8725823454024879,0.8512266619334287,0.0,0.6411430845008675,0.6555972978851579,0.6259972475125767,0.0,0.8138584506650093,0.8265199986122793,0.8004453968709293,0.0,,,,,0.5369325312869795,0.5852572634338827,0.4796939038346717,0.0,0.2284397748054649,0.2555416175499979,0.2079835774348289,1.0,0.771560225194535,0.796264146128125,0.7464155258130878,0.0,1728.0,0.2346276939075555,0.2643036677064789,0.2053789714428567,1.0,0.7653723060924446,0.7936915654219151,0.7387539828495372,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,26,nan,math,movies,math->movies,0.1470322177905713,0.1658032030229571,0.1225888235821923,0.0,0.678515087425884,0.6972887613492705,0.663938930131456,0.0,0.7628844999184453,0.7750576497002543,0.7448854305271031,0.0,0.615852282127874,0.6321918891386087,0.5958756926889873,0.0,0.7497342530072965,0.7647335652784767,0.7314705984056491,0.0,,,,,0.3793523229825479,0.4472644681575149,0.3046794449930092,0.0,0.3272528413143754,0.3649194230477726,0.2969581763975226,1.0,0.6727471586856246,0.709566614373026,0.6397664793516915,0.0,1407.0,0.2933948357030767,0.3318295652808284,0.243759244479108,1.0,0.7066051642969233,0.7471223084537358,0.6624347992652155,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,26,nan,movies,math,movies->math,0.2363196405494655,0.250410205965332,0.2214860159007284,0.0,0.7003864559885942,0.7130223076959976,0.6836996966419022,0.0,0.8879793382369925,0.8970473205325711,0.8788492616941413,0.0,0.651659697687527,0.6643865139114185,0.6364500759654705,0.0,0.8309934144569671,0.8423965639673711,0.8198538534834308,0.0,,,,,0.5528057428192348,0.6026491749812184,0.5024274275795308,0.0,0.2242084125219636,0.2437001625167393,0.2008386245938737,1.0,0.7757915874780363,0.7969271327246867,0.7512669747223523,0.0,1728.0,0.2229858446588015,0.2471436511782472,0.1950561878971329,1.0,0.7770141553411984,0.8031386921159279,0.7557316857250156,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,27,nan,math,movies,math->movies,0.1787785828573058,0.1979135005527968,0.1567310481286501,0.0,0.6953686020964769,0.7106891847948545,0.6788299702591679,0.0,0.8231092069907745,0.8345881009895254,0.8068322730298355,0.0,0.6443306241334686,0.6609497557947425,0.6304990130679569,0.0,0.7773153822186604,0.7967813072837125,0.7600716951141153,0.0,,,,,0.4887203385800561,0.5377350563761388,0.4294700663067028,0.0,0.244020162632555,0.2802397317245729,0.2216854746070584,1.0,0.755979837367445,0.7869325461887327,0.7176805847083592,0.0,1407.0,0.2672594987873888,0.309799773112938,0.2318840540478935,1.0,0.7327405012126111,0.7674226287098657,0.694774471239397,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,27,nan,movies,math,movies->math,0.2350682843891411,0.249640236361651,0.2206552149464044,0.0,0.7167535486532985,0.7276969920376178,0.7017526701736184,0.0,0.910851382742006,0.9173851119631432,0.9039510606365764,0.0,0.6757830983528649,0.6902343097558798,0.6575847581408757,0.0,0.8611318668194382,0.8702855259463085,0.8483076326408157,0.0,,,,,0.5923145193100727,0.6395840164885394,0.5421801281960595,0.0,0.196825581812314,0.2165333471570087,0.1692736332035659,1.0,0.803174418187686,0.8220570442627947,0.7838062351714449,0.0,1728.0,0.2108598988776132,0.234880565706989,0.186815360058738,1.0,0.7891401011223868,0.8137923482660298,0.7707762900145593,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,28,nan,math,movies,math->movies,0.2262864639527901,0.2474522739739316,0.2066649285307456,0.0,0.6922872452990873,0.708148994575838,0.673158969106893,0.0,0.8294048226830019,0.8426826253034791,0.8154155063785117,0.0,0.6031183587302117,0.6175371523555216,0.5872360846592787,0.0,0.753999334433185,0.771829999554831,0.7294183943817268,0.0,,,,,0.5106709781729992,0.5628017805419716,0.4601124688169144,0.0,0.2215416805364021,0.2442803766089754,0.1881662928907827,1.0,0.7784583194635979,0.8149464087821795,0.7520312641620304,0.0,1407.0,0.2677873412905987,0.3083902996901596,0.2260325641160376,1.0,0.7322126587094013,0.7709287317974638,0.696083997262221,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,28,nan,movies,math,movies->math,0.2639753470185677,0.2793989083807836,0.2489312472049501,0.0,0.7082081188913981,0.7218402209771758,0.6947810006869123,0.0,0.9148802582147392,0.9232456854604556,0.9082622992271556,0.0,0.6509049111961716,0.6678876004632146,0.636656036378444,0.0,0.8477426891412043,0.8597496557074338,0.8387477906485532,0.0,,,,,0.6458811453365367,0.6983688183852994,0.6074793955889268,0.0,0.1763949151934593,0.1988644103317269,0.1577137811188859,1.0,0.8236050848065407,0.8406601172305637,0.8022967137415066,0.0,1728.0,0.1777239394700039,0.1979836695055367,0.1532464920090797,1.0,0.822276060529996,0.8463258597616297,0.803545025269281,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,29,nan,math,movies,math->movies,0.1635703632806988,0.1853007556425115,0.1399523738000979,0.0,0.6775656704147422,0.6914767248991809,0.6583545564615122,0.0,0.8030578704790818,0.8175541148668638,0.7872321373453961,0.0,0.639487507198383,0.6586580353226061,0.6235950683123491,0.0,0.7958070805603487,0.8109993760973233,0.7792582281706164,0.0,,,,,0.5235722098055067,0.5919144751947168,0.4622318646078178,0.0,0.2361881211660088,0.2719447801459748,0.2015651782163748,1.0,0.7638118788339912,0.7973525657994439,0.73297459708441,0.0,1407.0,0.2402396690284844,0.2670729333797313,0.2089168384267518,1.0,0.7597603309715155,0.797735175294241,0.7280509771126475,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,29,nan,movies,math,movies->math,0.2357712292490702,0.2503334669424988,0.2178016234650365,0.0,0.7254976219509949,0.7381398917127492,0.7125256940189122,0.0,0.919411209944691,0.9274756333143952,0.9129518150375008,0.0,0.6836399806956208,0.6959185984640837,0.6716706559364951,0.0,0.8820335664120295,0.8920299962253422,0.8718466315814789,0.0,,,,,0.6128213863090328,0.6416118371036948,0.5628260760603421,0.0,0.2040578943593789,0.2279378557888659,0.1818601182426334,1.0,0.7959421056406211,0.8144904408791555,0.7744450993508323,0.0,1728.0,0.1831207193315882,0.2047552386544408,0.1612103763497046,1.0,0.8168792806684118,0.8410916561828164,0.7936758235883745,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,30,nan,math,movies,math->movies,0.1710671249364834,0.1869484525759714,0.149923436585747,0.0,0.6933331751506049,0.7090530358717478,0.6770721914428415,0.0,0.8363634802781645,0.8504487723115852,0.8220908206476157,0.0,0.6652963553416811,0.6819917894960473,0.6505738861684798,0.0,0.8189385572753574,0.8363763540446656,0.802544286296147,0.0,,,,,0.5784535641257311,0.6406880302823468,0.5179365598120184,0.0,0.2054591278710352,0.2382811338340163,0.177323627131235,1.0,0.7945408721289647,0.8245655081533406,0.7586211965396996,0.0,1407.0,0.2160873080032336,0.2473476432480237,0.1861051815534494,1.0,0.7839126919967664,0.8102369382999949,0.7552156543661153,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,30,nan,movies,math,movies->math,0.208700003508416,0.2270693659281577,0.1936088015328852,0.0,0.7313241551571059,0.7423355127230167,0.7209391009326284,0.0,0.9124107914881244,0.9192264742930208,0.9042783715694928,0.0,0.7037107879797083,0.7165296441789964,0.6912918431082296,0.0,0.8917069500496794,0.90261980781075,0.8836644042011774,0.0,,,,,0.565955911356546,0.6105817981884097,0.5236172526064825,0.0,0.2296522573242012,0.2529587246497451,0.2034539602476841,1.0,0.7703477426757988,0.7923744917458946,0.7467113892659727,0.0,1728.0,0.2043918313192527,0.2221528140108975,0.177676223408332,1.0,0.7956081686807474,0.8246674715139535,0.7766525616796852,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,31,nan,math,movies,math->movies,0.1521410957481414,0.1730303687489711,0.1316448049887361,0.0,0.6978154110164437,0.7154333308158172,0.6850007270235843,0.0,0.8326685239919668,0.847782132520372,0.8195441869745479,0.0,0.6805274282438254,0.6993466411986602,0.6658411634848098,0.0,0.8205868198581302,0.830331244154499,0.8048154238138879,0.0,,,,,0.5717865804365401,0.6445939022271855,0.4937175688179014,0.0,0.2123448571020971,0.248040707206135,0.1822743332307893,1.0,0.787655142897903,0.8149571328967209,0.749222755226243,0.0,1407.0,0.2158685624613628,0.2480861031003839,0.1819679239981951,1.0,0.7841314375386371,0.8218714521851315,0.7498948730531141,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,31,nan,movies,math,movies->math,0.1932073895728188,0.2094584411497912,0.180113051046656,0.0,0.7259936413437911,0.7394764222734465,0.7100834195910241,0.0,0.9026704404752248,0.9125894147946124,0.8944906856349335,0.0,0.709463050902406,0.7231096823515967,0.6976721655231232,0.0,0.8905269634109242,0.9000435908583853,0.8804474673583839,0.0,,,,,0.5332256069136156,0.5796127540181978,0.49273612809807,0.0,0.2421244665973392,0.2710118690501014,0.2158820319414531,1.0,0.7578755334026608,0.7849602449450723,0.7333518605243144,0.0,1728.0,0.224649926489045,0.2487470455477568,0.1970982141262465,1.0,0.775350073510955,0.805559276229343,0.752566302177332,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,32,nan,math,movies,math->movies,0.1442204825690837,0.1638918049351878,0.1212313355578436,0.0,0.6943556982335265,0.711824273537238,0.6789485996353073,0.0,0.82437115803071,0.8378864197732556,0.8091897291207766,0.0,0.6801506754616263,0.6970090433815236,0.6643817181310138,0.0,0.8109603401965493,0.8228505876056764,0.794340756772868,0.0,,,,,0.5524846640353798,0.6201439088804328,0.4801219110817875,0.0,0.2210661467497265,0.2541977303603925,0.1887034363713948,1.0,0.7789338532502734,0.8172249515568785,0.7509691603900779,0.0,1407.0,0.2264491892148937,0.2595694725304192,0.1946673166943058,1.0,0.7735508107851062,0.8092296132054525,0.7440982187674127,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,32,nan,movies,math,movies->math,0.1935497067168824,0.2073820324089192,0.1767358578055891,0.0,0.7212564056277423,0.739211362430393,0.7094302496486894,0.0,0.9003319540560832,0.908799655275632,0.8905983606973671,0.0,0.7067822473392008,0.7211533674521592,0.6934027043900226,0.0,0.8898879084316044,0.8988640359322312,0.8791429355496978,0.0,,,,,0.5399917524294473,0.5915764594232792,0.483137958607947,0.0,0.2386304550507405,0.2572508767520491,0.2115797352775004,1.0,0.7613695449492595,0.7860642189332775,0.7374317059568861,0.0,1728.0,0.2213777925198121,0.24409934373704,0.1911346713036997,1.0,0.778622207480188,0.7986527801049191,0.7531246517517072,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,33,nan,math,movies,math->movies,0.1565636705047796,0.1826528599314039,0.1364408303614485,0.0,0.6836123120885379,0.7011970683336216,0.6686835234401728,0.0,0.819712695308259,0.8360229910432766,0.8050588930711091,0.0,0.6631490248034794,0.6816157341300012,0.6416607575751763,0.0,0.7881881584654998,0.8002566429465747,0.7685771530619152,0.0,,,,,0.538908174425793,0.5971073736907457,0.4810747691276835,0.0,0.22018165390651,0.2507543432124064,0.1876355280553234,1.0,0.77981834609349,0.8117749025139177,0.7414796334438267,0.0,1407.0,0.240910171667697,0.2812039354990517,0.2059291348540859,1.0,0.759089828332303,0.7951367159636692,0.7225272523167837,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,33,nan,movies,math,movies->math,0.187261846524638,0.2025358138552916,0.1751086023912393,0.0,0.7224351516535822,0.7356247913082627,0.7101500245813093,0.0,0.9000592500119521,0.9074987424861334,0.8931149152629415,0.0,0.712797403487314,0.7244184718514571,0.7018934050227662,0.0,0.8906809525625675,0.8996209760901744,0.8820614464346329,0.0,,,,,0.5290099329436655,0.5918547600398543,0.4807459750944344,0.0,0.2391055868325743,0.2737360164941224,0.2161979948251855,1.0,0.7608944131674257,0.7823784996439442,0.7400163320547284,0.0,1728.0,0.2318844802237601,0.2552834632436166,0.2055084282045265,1.0,0.7681155197762398,0.7912078785856015,0.7462484813248554,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,34,nan,math,movies,math->movies,0.1589889647198713,0.1791004252870653,0.1425547230921145,0.0,0.6764475964134418,0.6960163747887703,0.6612548109773911,0.0,0.8186436475485377,0.8355921263269035,0.8033324686434414,0.0,0.6596546828286663,0.6737498142986321,0.6432312466652856,0.0,0.7975934558319661,0.8131076076867559,0.7748458747920115,0.0,,,,,0.5393837082124685,0.6015357345485205,0.4813744590681632,0.0,0.2248941937324647,0.2632129986400163,0.1977063212975031,1.0,0.7751058062675353,0.804598405559021,0.7431576930918659,0.0,1407.0,0.2357220980550668,0.2804363454502684,0.2024782829618942,1.0,0.7642779019449332,0.8026288846445885,0.7358566847901468,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,34,nan,movies,math,movies->math,0.1771459764744021,0.1929443497627546,0.1598922208422152,0.0,0.7254059629901157,0.7399293978957818,0.7111850631111071,0.0,0.8929397585485913,0.90170053734219,0.8842945566158195,0.0,0.7157937820741892,0.7281454732794628,0.7022896390890621,0.0,0.8867103601931597,0.8958193894918919,0.8779520231183923,0.0,,,,,0.4901365331516477,0.5372660869690559,0.4281739047448447,0.0,0.2600270735468139,0.2838916390560341,0.2329094230659344,1.0,0.739972926453186,0.7685708092114278,0.7158970933041624,0.0,1728.0,0.2498363933015383,0.2771836872733745,0.2204116580071703,1.0,0.7501636066984616,0.7776993888509368,0.7184804974852176,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,35,nan,math,movies,math->movies,0.1527055657333654,0.174535796515138,0.1344745865550874,0.0,0.6904127799673972,0.7100537603673444,0.6724048194344036,0.0,0.8333118715809534,0.8461007786424752,0.8156941721693878,0.0,0.680606305847588,0.6974682815316783,0.6621759549156394,0.0,0.8131413592207516,0.8289535318958964,0.7956797820153695,0.0,,,,,0.5536307004612677,0.6226968991795122,0.4895786694765164,0.0,0.2170241095629844,0.2497686361984753,0.1930983066387835,1.0,0.7829758904370155,0.8109161200892351,0.7550821804939867,0.0,1407.0,0.2293451899757477,0.2577687472732776,0.2010581602904835,1.0,0.7706548100242522,0.7990468971763361,0.7332554276384878,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,35,nan,movies,math,movies->math,0.1777837184687762,0.1948284515758556,0.1644593891983989,0.0,0.7226626780773723,0.7326334410589483,0.7102419996034323,0.0,0.8942219868217517,0.9016607994268352,0.8876231194310585,0.0,0.7164382683529754,0.7284549187583305,0.70028953681839,0.0,0.8905733392135703,0.8988450818289675,0.8831195877136598,0.0,,,,,0.5093435113135153,0.5630562663146145,0.4686607188764689,0.0,0.249255925700147,0.2725803892276083,0.2221727512340696,1.0,0.750744074299853,0.7724139160599707,0.7224921253154621,0.0,1728.0,0.2414005629863377,0.2643599358576696,0.2169136454201813,1.0,0.7585994370136623,0.7821981771370824,0.735894529973364,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,36,nan,math,movies,math->movies,0.1584448652036416,0.1818412845717403,0.1381779102623955,0.0,0.6834026130931692,0.6982265096098734,0.6676177563232614,0.0,0.8286034156000176,0.8413393214317929,0.8147665454351373,0.0,0.670158550396376,0.6871739193192137,0.6542642864222024,0.0,0.8166969403620825,0.8318483941749458,0.8043315027137012,0.0,,,,,0.5563079556802512,0.6044295610153482,0.5079093390713084,0.0,0.2213276903323981,0.2512480785436888,0.1873398039662959,1.0,0.7786723096676019,0.8066176371956796,0.7435339795899616,0.0,1407.0,0.2223643539873508,0.2590951545760793,0.1897510941866011,1.0,0.7776356460126492,0.8087180623365651,0.7462918211539145,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,36,nan,movies,math,movies->math,0.1758569659188703,0.1930834612536998,0.1579839437832019,0.0,0.725594291208771,0.7375727007210686,0.7116788051200768,0.0,0.8920833281854402,0.9006879877844752,0.8832102843068461,0.0,0.7162263622665699,0.731444341978221,0.7014410987677604,0.0,0.8887924367690999,0.8981661743652901,0.8783590069507045,0.0,,,,,0.4916919173808585,0.5451903359274265,0.4372862671082883,0.0,0.2605380643310503,0.2903734531452485,0.2369164601443179,1.0,0.7394619356689497,0.7663080546781861,0.7213669287684592,0.0,1728.0,0.2477700182880912,0.2776810370146892,0.224794626863224,1.0,0.7522299817119088,0.7752184831464836,0.728856799090012,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,37,nan,math,movies,math->movies,0.153699145791802,0.1718845647434603,0.1347782434470431,0.0,0.6758922467804471,0.6945026134543543,0.6615354608831225,0.0,0.8160879315769035,0.8301982562924242,0.7990319468450954,0.0,0.6623887857851015,0.6807702698558892,0.6456651672469222,0.0,0.8056964035657818,0.8232956333822607,0.788420009980804,0.0,,,,,0.5266536687431642,0.5896103097998942,0.4444593273857257,0.0,0.2365637928574825,0.2676439042666669,0.2053769574212321,1.0,0.7634362071425175,0.7938354796021057,0.7334258688570322,0.0,1407.0,0.2367825383993533,0.2781763190493962,0.2121623338084629,1.0,0.7632174616006467,0.7947500189066243,0.726626557778346,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,37,nan,movies,math,movies->math,0.1678411335270732,0.1813538984060703,0.1541020869284598,0.0,0.723017451306177,0.7367286347953766,0.7082971626843682,0.0,0.8836892183779248,0.894479799677119,0.8753735863100996,0.0,0.7158480848508516,0.7276735498038712,0.7064123134059349,0.0,0.8821166489310557,0.891322998952468,0.8724077515228885,0.0,,,,,0.4609092050059167,0.5144549074719194,0.4072956960905178,0.0,0.2753814501380571,0.3034529995084339,0.2419392483145716,1.0,0.7246185498619429,0.7516647107498639,0.7031869869259368,0.0,1728.0,0.2637093448560261,0.2878358222642362,0.23636721794708,1.0,0.7362906551439738,0.7687049414339056,0.7063006202769608,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,38,nan,math,movies,math->movies,0.1580757345627647,0.1802069644454182,0.136854079315906,0.0,0.6744535321134453,0.6896088291605698,0.6589584405399321,0.0,0.8187471689423699,0.8308830706876235,0.8050499538236752,0.0,0.6606714343796052,0.6764037465573011,0.6454865004428709,0.0,0.8083556409312481,0.8218803316897252,0.793943185348866,0.0,,,,,0.538946217128727,0.5990781157953001,0.474864707845016,0.0,0.2299253411954919,0.2617149931492053,0.1897873652556047,1.0,0.7700746588045081,0.8018739377098999,0.7392383083796396,0.0,1407.0,0.231128441675781,0.2673520309564886,0.1975402211775918,1.0,0.7688715583242189,0.8029165203660512,0.7391764199534689,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,38,nan,movies,math,movies->math,0.1682759502569872,0.1828836897174222,0.1517829083957044,0.0,0.718476575019986,0.7315931099889421,0.706031526223521,0.0,0.8785129446682958,0.8880539648727002,0.8671749948376067,0.0,0.7102369944113085,0.7235047169418609,0.6934853445980804,0.0,0.8762564664252618,0.8846942570258515,0.8669122440831457,0.0,,,,,0.4494298418617994,0.5019273167515306,0.3755567283629133,0.0,0.2819951948936781,0.3069260589755687,0.2567855745759996,1.0,0.7180048051063219,0.7390185713243429,0.6909609880159712,0.0,1728.0,0.2685749632445225,0.2961932809403766,0.2427692799559245,1.0,0.7314250367554774,0.7582420107106076,0.7036418890783585,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,39,nan,math,movies,math->movies,0.1531862581828296,0.1767293128264306,0.1362121307018254,0.0,0.677014168469736,0.6949947571956288,0.6589308676382392,0.0,0.816977205599043,0.831653660048251,0.8042157330709161,0.0,0.6637909474162134,0.6799919933634373,0.6511246405762432,0.0,0.8080713358350162,0.8240414183324093,0.793257855727988,0.0,,,,,0.5220267249988112,0.5819512641739646,0.4479014872794984,0.0,0.2374530410385658,0.2737846126845031,0.2058371896877932,1.0,0.7625469589614342,0.7945594856018399,0.7267267142652071,0.0,1407.0,0.240520233962623,0.284103773237589,0.200846370727311,1.0,0.759479766037377,0.7921924837273767,0.724592185443605,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,39,nan,movies,math,movies->math,0.1617587869211806,0.1818599969324769,0.1466274869811751,0.0,0.7203025335155706,0.7321056421398972,0.7058266166902257,0.0,0.874792853256038,0.8844581676556468,0.8623156435351156,0.0,0.7130340663348573,0.7272404494027934,0.6999686749347177,0.0,0.8740268467551889,0.8840144922843745,0.8633227813444964,0.0,,,,,0.4286585147201205,0.4802817842229942,0.3850110559810627,0.0,0.2929366730017571,0.3181091137943056,0.2685298090297847,1.0,0.7070633269982429,0.7333793322628128,0.6871416488229674,0.0,1728.0,0.2784048122781224,0.3098959134199383,0.2477663682201187,1.0,0.7215951877218776,0.7439167362370711,0.6945992127825388,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,40,nan,math,movies,math->movies,0.1368388299857107,0.1569393785360459,0.1128347996435695,0.0,0.6839723915561204,0.6981564351719461,0.6675604498294756,0.0,0.8119006174419914,0.8273222112433877,0.7964787278646253,0.0,0.6750617874562806,0.6913041669702468,0.6577986389014899,0.0,0.804793495018601,0.8225537894560939,0.792911764007955,0.0,,,,,0.4990061343858482,0.5840127526150778,0.4365353901699136,0.0,0.2486756384041086,0.2840025589571583,0.2147056686046511,1.0,0.7513243615958914,0.7930247889146335,0.7171489307286654,0.0,1407.0,0.2523182272100432,0.2892228803660868,0.2247308361218126,1.0,0.7476817727899567,0.7778557970545649,0.7138778870061633,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,40,nan,movies,math,movies->math,0.1613813460339686,0.1736491599642808,0.1466397941432602,0.0,0.7179687666933146,0.7327483495174534,0.7058236046236668,0.0,0.8726597453914717,0.8824494286394587,0.864757418404878,0.0,0.7112783993575031,0.7253197554899962,0.6957965950109107,0.0,0.8704880507104182,0.8808840752860405,0.8602718794624733,0.0,,,,,0.4217959981353318,0.4754550675251282,0.3724774045416378,0.0,0.2937883243088177,0.315073623279996,0.2599676301430103,1.0,0.7062116756911823,0.7358886595366919,0.6784042677584811,0.0,1728.0,0.2844156775558504,0.3126357734728257,0.2565341961336835,1.0,0.7155843224441496,0.741592178295608,0.6915445927489278,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,41,nan,math,movies,math->movies,0.1223767985559115,0.1452105321915178,0.1015566764427507,0.0,0.6904179102180484,0.7084890386920372,0.673363267020381,0.0,0.8044384923851178,0.8202267767247664,0.7851180698117441,0.0,0.6820616938292062,0.698268065376119,0.6632558017965519,0.0,0.796344129352254,0.8094313710179578,0.7803496446223822,0.0,,,,,0.4747158685624614,0.5407504656174599,0.4099836704244023,0.0,0.2608302819915355,0.2966615983828047,0.2270964567294058,1.0,0.7391697180084645,0.7662891166829827,0.6997511920346746,0.0,1407.0,0.2644538494460031,0.3046839437328012,0.2383470117148196,1.0,0.7355461505539969,0.7673750735814788,0.7023070901908707,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_14b,41,nan,movies,math,movies->math,0.1633170125620466,0.1806893529178361,0.1459033039084707,0.0,0.7156929130087202,0.7277691795151917,0.7036425292799522,0.0,0.8719367126073604,0.8803345569847111,0.8627154150174856,0.0,0.7086197000453137,0.7230378597269145,0.6937720312486815,0.0,0.866847281616972,0.8782801825208739,0.8553438738682348,0.0,,,,,0.4209846882059741,0.4765631048594018,0.3688879048344837,0.0,0.2909890809337684,0.3196630969099014,0.2621558621940146,1.0,0.7090109190662316,0.7387069980138538,0.6840083494835514,0.0,1728.0,0.2880262308602574,0.3262371315021707,0.2591786230053967,1.0,0.7119737691397425,0.7434369564167241,0.6840680527003612,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
