experiment,model,layer,domain,source,target,direction,all_delta_auc,all_delta_auc_ci_high,all_delta_auc_ci_low,all_delta_auc_p,all_meta_gt_auc,all_meta_gt_auc_ci_high,all_meta_gt_auc_ci_low,all_meta_gt_auc_p,all_meta_mj_auc,all_meta_mj_auc_ci_high,all_meta_mj_auc_ci_low,all_meta_mj_auc_p,all_truth_gt_auc,all_truth_gt_auc_ci_high,all_truth_gt_auc_ci_low,all_truth_gt_auc_p,all_truth_mj_auc,all_truth_mj_auc_ci_high,all_truth_mj_auc_ci_low,all_truth_mj_auc_p,auc_mj,auc_mj_ci_high,auc_mj_ci_low,auc_mj_p,cb_delta_auc,cb_delta_auc_ci_high,cb_delta_auc_ci_low,cb_delta_auc_p,cb_meta_gt_auc,cb_meta_gt_auc_ci_high,cb_meta_gt_auc_ci_low,cb_meta_gt_auc_p,cb_meta_mj_auc,cb_meta_mj_auc_ci_high,cb_meta_mj_auc_ci_low,cb_meta_mj_auc_p,cb_sample_size,cb_truth_gt_auc,cb_truth_gt_auc_ci_high,cb_truth_gt_auc_ci_low,cb_truth_gt_auc_p,cb_truth_mj_auc,cb_truth_mj_auc_ci_high,cb_truth_mj_auc_ci_low,cb_truth_mj_auc_p,cohens_d,cohens_d_ci_high,cohens_d_ci_low,cohens_d_p,delta_score,fold_empty_quadrants,fold_meta_gt_auc_mean,fold_meta_mj_auc_mean,fold_meta_mj_auc_std,fold_truth_gt_auc_mean,fold_truth_gt_auc_std,fold_truth_mj_auc_mean,n_B,n_C,source_empty_quadrants,threshold,threshold_mode
Exp2B,qwen25_7b,0,nan,math,movies,math->movies,0.0197613568131879,0.0539990415031885,-0.031159325408138,0.22,0.5177788172093571,0.5426655510943748,0.49835201309268,0.05,0.5019874892780184,0.5297590244962426,0.4755800998212758,0.5,0.4822261324648305,0.5035720448978174,0.4636293534688745,0.88,0.5033778600668075,0.5268870823031172,0.47862258827545,0.33,,,,,0.0013171584796227,0.0263920167011515,-0.0230669881526333,0.49,0.5374117282447479,0.5897660683907454,0.4841603834608177,0.09,0.462588271755252,0.5114284409729236,0.4260825689627659,0.93,653.0,0.4612711132756292,0.5069360558494249,0.4196659306343538,0.92,0.5387288867243708,0.5764140154226362,0.4895246164437045,0.07,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,0,nan,movies,math,movies->math,0.017511677256389,0.043767041390992,-0.0071619710811381,0.08,0.5145070446246474,0.528787404881427,0.5019748287958795,0.02,0.4944428052873555,0.514105868817027,0.4749725775562322,0.75,0.4769311280309665,0.492013866235826,0.4642141543111891,0.99,0.5226302027693842,0.5431909708425654,0.5041369634243548,0.01,,,,,0.0477389373807634,0.0758036899796383,0.0175742744209672,0.0,0.529707838800628,0.5714667484805448,0.4906755183783211,0.09,0.4702921611993719,0.5042269261998372,0.4382025538555205,0.95,2186.0,0.4225532238186085,0.4537143303965338,0.391148882830818,1.0,0.5774467761813915,0.6164788226908972,0.5461338376994758,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,1,nan,math,movies,math->movies,-0.0465026851005456,-0.0104657797350384,-0.0790270869511711,1.0,0.4811722643357001,0.5032346078282948,0.4577898892864898,0.94,0.4865805246971694,0.5076201059680908,0.4604321457300973,0.88,0.5330832097977151,0.5538857839268189,0.5068361582748033,0.0,0.5346991220178944,0.5527014086336773,0.5108728099852151,0.0,,,,,-0.0002656454076549,0.031889044153195,-0.0440611475934458,0.47,0.4935580988643658,0.5494724152202335,0.4555981784223155,0.56,0.5064419011356341,0.5653494616131078,0.4513258020996841,0.38,653.0,0.5067075465432891,0.5356714041627835,0.4661976091115313,0.39,0.4932924534567108,0.5337212832099331,0.4483791398048578,0.66,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,1,nan,movies,math,movies->math,-0.0113219664709061,0.0112439375784184,-0.0355431511372471,0.82,0.5219101999408996,0.5356233355020695,0.5036152387894217,0.0,0.5031235551395488,0.5198273112489554,0.4838250816298758,0.47,0.5144455216104549,0.5274323984867704,0.5006395687946418,0.02,0.4960781188354976,0.5128175577148473,0.474688612507096,0.68,,,,,-0.0669033107663216,-0.0339846337042872,-0.1110257289223492,1.0,0.5305815366953116,0.5677438731930625,0.4950844610140975,0.05,0.4694184633046884,0.5082268744106266,0.4398323557975672,0.95,2186.0,0.5363217740710101,0.5723724263184881,0.5000572091413577,0.03,0.4636782259289899,0.5074197810510938,0.4285264929341514,0.94,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,2,nan,math,movies,math->movies,0.0210606259977703,0.0534812845918214,-0.00857960165602,0.14,0.507195588850364,0.5360052549533677,0.4868281511610373,0.29,0.5229790372183518,0.5449181026080971,0.4972704430750271,0.04,0.5019184112205815,0.5218902784422306,0.4795656575188478,0.45,0.5104744171774863,0.5380005428920345,0.48450213976745,0.13,,,,,0.0429349390122417,0.110663816999499,-0.0231009767859348,0.09,0.4744205609545525,0.5315589664221638,0.42974752388159,0.8,0.5255794390454475,0.57020178054953,0.4667144357808129,0.16,653.0,0.4826445000332057,0.5269326236352869,0.4304614673037951,0.81,0.5173554999667943,0.5653717988775455,0.4805916880922307,0.27,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,2,nan,movies,math,movies->math,0.0420707135562674,0.066522981276394,0.0115434009681581,0.0,0.546457198254252,0.56124244880576,0.5308223447547517,0.0,0.5357423290274372,0.552506595086341,0.5182846404531852,0.0,0.4936716154711698,0.5061996217934156,0.4780583320606109,0.81,0.4906379260254058,0.5128613072152157,0.4721648734664063,0.83,,,,,-0.0087623035234927,0.0327642548700841,-0.0432151052685879,0.71,0.4990081207475815,0.5300491200599572,0.4524469860764143,0.45,0.5009918792524185,0.5443683123752615,0.4610726024772921,0.35,2186.0,0.5097541827759112,0.5495784042191932,0.4772087466179804,0.36,0.4902458172240887,0.5298220701611396,0.4587784374676643,0.69,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,3,nan,math,movies,math->movies,0.0053612463525135,0.0352445536712581,-0.0196078614099622,0.47,0.5129545347677489,0.5368994951181602,0.4855738354256708,0.21,0.5201446857326164,0.5459430305910052,0.4982002667071167,0.03,0.5147834393801028,0.536545730917652,0.4942178336623476,0.11,0.5174768300592063,0.5390976463672428,0.489960346159827,0.1,,,,,0.0139353153432359,0.0933266498196183,-0.0550091672338349,0.36,0.4917317866867376,0.5343924156861939,0.43515667465342,0.62,0.5082682133132623,0.5536934822941628,0.4674398330048712,0.31,653.0,0.4943328979700263,0.5481968581971114,0.4556814853927798,0.55,0.5056671020299737,0.5481872416425426,0.4632190108957125,0.37,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,3,nan,movies,math,movies->math,0.0105453682662509,0.035280364127306,-0.0130624920689271,0.21,0.5501864920644892,0.5651348854880798,0.5343161863445353,0.0,0.5237299076080628,0.5400679860828099,0.5058966429550503,0.02,0.5131845393418119,0.529652604294006,0.4994733290326009,0.04,0.5218022588715138,0.5419407556768562,0.5027445848507605,0.01,,,,,-0.000949671624656,0.0487623669849228,-0.044609278062316,0.45,0.505375141395553,0.5520791190126402,0.4681783723227004,0.32,0.494624858604447,0.5262091797859505,0.4642217483718234,0.6,2186.0,0.495574530229103,0.5331559700299584,0.4580232868554467,0.55,0.504425469770897,0.5413766053045915,0.4653771694214876,0.41,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,4,nan,math,movies,math->movies,0.0098608497574746,0.0372622774057221,-0.0177910375425844,0.2,0.5190046865165101,0.5435823369058325,0.5001214738676711,0.03,0.5351454353996248,0.5593387905891718,0.5105978646921625,0.0,0.5252845856421501,0.5488836355695187,0.4986561163356593,0.06,0.5484986610598548,0.5729082128398769,0.5311238688637974,0.0,,,,,0.0449272795696544,0.1160854554689832,-0.0341303506856041,0.19,0.4861864388019392,0.5300382684212167,0.4536712081772339,0.67,0.5138135611980608,0.5698163869621405,0.4733421695863342,0.26,653.0,0.4688862816284063,0.5050461625076578,0.4250958303547719,0.93,0.5311137183715936,0.5809478483466448,0.4859974714305302,0.06,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,4,nan,movies,math,movies->math,0.0239814130439722,0.0493642317720405,-0.0011835810227765,0.04,0.5947546121387987,0.610027508719227,0.580168911697909,0.0,0.5526092554722412,0.5731956855409037,0.535320252128939,0.0,0.5286278424282689,0.5481412619264703,0.5118319721755085,0.0,0.5358777573165755,0.551017090685381,0.5169907378120115,0.0,,,,,-0.0060335803886478,0.0318092320862249,-0.0482363830125713,0.57,0.5212473198156371,0.5637559897837161,0.4914590803015602,0.11,0.4787526801843629,0.5170794942942007,0.4413940667174647,0.8,2186.0,0.4847862605730108,0.5202391226018916,0.454335297616949,0.81,0.5152137394269892,0.5558082258449751,0.4782994555330525,0.21,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,5,nan,math,movies,math->movies,-0.0195707571624366,0.0182922422133525,-0.046918619682273,0.86,0.5265471650328617,0.548950426500257,0.5056857500269638,0.01,0.5122692594684687,0.5410305118544627,0.491508381658149,0.14,0.5318400166309053,0.5532278276441392,0.5080928976475702,0.0,0.531417149591693,0.5533151917340365,0.5097026395150852,0.02,,,,,-0.0026011112832886,0.0883555341529478,-0.0954589954043013,0.51,0.5141566865162819,0.5611864433896004,0.4703336186993417,0.3,0.4858433134837182,0.5296786407956732,0.4350212728410665,0.74,653.0,0.4884444247670068,0.5385325448735152,0.4449828403412709,0.61,0.5115555752329931,0.5552353702733752,0.4616798857952859,0.36,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,5,nan,movies,math,movies->math,-0.0392013520746012,-0.0136283906572915,-0.0679927279603214,1.0,0.5784581990468655,0.5920247434402083,0.5606193323064684,0.0,0.5282554507625472,0.5451877364871273,0.5072127853190761,0.0,0.5674568028371485,0.5844604610334572,0.5548439988943145,0.0,0.5774421462331605,0.5969157877800254,0.5564872580000223,0.0,,,,,-0.005459556651078,0.0321951013982812,-0.0470695443772867,0.6,0.5435160642231264,0.5747114914259501,0.5034831107956853,0.02,0.4564839357768736,0.4949100733739141,0.4220946393244103,0.98,2186.0,0.4619434924279516,0.4939094452010052,0.4276562373833817,0.98,0.5380565075720484,0.5798187470245243,0.5051191313454224,0.01,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,6,nan,math,movies,math->movies,-0.0010969543328276,0.0225173170138179,-0.0366997494158822,0.52,0.5362254279612044,0.5590935919884955,0.5173458937854706,0.0,0.549792708355126,0.5755670498487995,0.5260605675778852,0.0,0.5508896626879536,0.5703219628773276,0.5243463349042868,0.0,0.5646474472966659,0.5897594387108355,0.5391243407075815,0.0,,,,,0.0420494543200584,0.1352624041913979,-0.0549674191407221,0.18,0.4785491333318575,0.5333248469268854,0.4350903634230924,0.77,0.5214508666681424,0.5802189440350531,0.4718350958462424,0.22,653.0,0.479401412348084,0.5252696267764765,0.4367748079423455,0.76,0.520598587651916,0.5634057964283928,0.465303342544814,0.24,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,6,nan,movies,math,movies->math,0.0450194454816936,0.0688755328442889,0.0237668546165857,0.0,0.64923594438648,0.6634741977338482,0.6361996706777372,0.0,0.6056786053825397,0.625819563436893,0.5895903472247465,0.0,0.560659159900846,0.5803126625288142,0.541007783655539,0.0,0.5537878659418201,0.5713051788228276,0.5340798759708134,0.0,,,,,-0.0064208353733687,0.0479485342747991,-0.0599454338209309,0.58,0.5030167901943239,0.5420497056349145,0.4712818085747012,0.42,0.496983209805676,0.5303280018482176,0.4634494002006294,0.49,2186.0,0.5034040451790448,0.5399135050003695,0.4659630418643067,0.43,0.4965959548209552,0.5343418408346823,0.4537530986508173,0.58,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,7,nan,math,movies,math->movies,0.0518176140761333,0.078835515900423,0.0283395304374029,0.0,0.6042413758114372,0.6262726005371293,0.5793666654978878,0.0,0.6410821007412987,0.6678059288243415,0.6204741405604319,0.0,0.5892644866651653,0.6107496884666702,0.5669277578730991,0.0,0.6256886476007169,0.6506255690308563,0.6024805040785807,0.0,,,,,0.0939609943993093,0.1720111385268625,-0.0046748662457511,0.04,0.4542868527660328,0.5036052100693528,0.4102913114088197,0.94,0.5457131472339672,0.5849803112910997,0.4951028886507323,0.05,653.0,0.4517521528346578,0.4930541043131041,0.4135710637194753,0.99,0.5482478471653421,0.6000607063808474,0.5077904672634731,0.01,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,7,nan,movies,math,movies->math,0.0425933768464339,0.0652674635095715,0.0235638466864506,0.0,0.7074730547675272,0.7225262274199159,0.696917778373254,0.0,0.6615172264105512,0.6800280781717943,0.6409027542202215,0.0,0.6189238495641173,0.632756807901914,0.6024716886286998,0.0,0.598979766018804,0.6194667035943991,0.579485627132162,0.0,,,,,0.0505373031014164,0.1309946161262056,-0.0308034198142255,0.09,0.4710329050666036,0.4969764259309934,0.4329985081908578,0.99,0.5289670949333963,0.5665017951646151,0.4837612478154183,0.12,2186.0,0.4784297918319798,0.5167904042440821,0.4423130261704583,0.85,0.5215702081680201,0.5680107069834138,0.4814698522499095,0.15,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,8,nan,math,movies,math->movies,0.0493585559132754,0.0688425525674721,0.0208772310065702,0.0,0.6610207383099007,0.6809819222160964,0.6393323869029367,0.0,0.7035677175952078,0.7318570986635253,0.6793171298253652,0.0,0.6542091616819323,0.6758714681779117,0.6278539364742378,0.0,0.6937401061389011,0.7151687592402097,0.6701358646394722,0.0,,,,,0.0899652447258318,0.1840062726799765,-0.0081466641421911,0.07,0.4530582427556283,0.5037451462472146,0.409162217631829,0.95,0.5469417572443717,0.5859874463975469,0.4969445818437243,0.05,653.0,0.4569765125185398,0.5019481971001494,0.4146155547264179,0.97,0.5430234874814601,0.5801040529680548,0.4980357011348018,0.05,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,8,nan,movies,math,movies->math,-0.0206063428432422,0.0015136947338801,-0.0414032289773382,0.95,0.7085154558266811,0.723231482137292,0.6960031782048456,0.0,0.6668002862307413,0.6872354857966494,0.648267535592811,0.0,0.6874066290739835,0.6995230731917409,0.6750531233878171,0.0,0.6498683587289636,0.6674691123675335,0.6354850503728185,0.0,,,,,0.0364357346659688,0.1321565866581252,-0.0334419329372984,0.15,0.4800991035099863,0.5190041020110567,0.440039263191418,0.87,0.5199008964900137,0.5607917322264903,0.4786522345733632,0.19,2186.0,0.4834651618240448,0.519469735233661,0.4405819756750003,0.79,0.5165348381759551,0.5586916826698906,0.4751254008706377,0.18,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,9,nan,math,movies,math->movies,0.0458028534032456,0.0773013511419508,0.0203266251291031,0.0,0.6466254358806831,0.668044766228418,0.6244297284731901,0.0,0.6840794263478316,0.7055885005378146,0.6584026573828878,0.0,0.638276572944586,0.6575144388809835,0.6197215307091201,0.0,0.6696234928206308,0.6907541987475568,0.6476329718597827,0.0,,,,,0.0639098576583357,0.1538323751152721,-0.0348961158263483,0.1,0.4649126690722334,0.5197560398113574,0.4115277252562141,0.89,0.5350873309277666,0.5764045680792428,0.4900115187456513,0.1,653.0,0.4711774732694309,0.5152217831870294,0.4210331829423219,0.85,0.5288225267305692,0.5742544478893227,0.4783665340325927,0.1,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,9,nan,movies,math,movies->math,-0.0104429082525793,0.0080521291720294,-0.0275605312869424,0.84,0.7247128435553924,0.7345608798872025,0.7105999159417866,0.0,0.6813598447209532,0.6997076461772445,0.6646859371022551,0.0,0.6918027529735326,0.7035050943004386,0.680014467131184,0.0,0.653177534278166,0.6692458354310463,0.6326692709779569,0.0,,,,,0.0213950465128057,0.1034684785952856,-0.0481799754390388,0.3,0.4857464841046074,0.5256834057489962,0.4540528701327363,0.71,0.5142535158953926,0.5490092429004593,0.4691531729283666,0.34,2186.0,0.4928584693825868,0.5339698028099844,0.4558983358747084,0.68,0.5071415306174132,0.5568968071755328,0.4651490702479339,0.35,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,10,nan,math,movies,math->movies,0.0422850395131589,0.0693387201002368,0.0166392321809448,0.0,0.6451867305834593,0.6690926674043133,0.6258424764373067,0.0,0.6777695837430351,0.7020537344448258,0.6541534503555898,0.0,0.6354845442298761,0.6585253646484964,0.6142968823577547,0.0,0.6537183483615417,0.6738007750217083,0.6357548981615966,0.0,,,,,0.0110796272109445,0.0885497406381386,-0.0743026177341983,0.42,0.4824563345361167,0.5293055226934168,0.4406621179155472,0.76,0.5175436654638833,0.5559838887182637,0.4642509883081207,0.22,653.0,0.5064640382529387,0.5512425408321227,0.4590220460650828,0.39,0.4935359617470613,0.5365688241182812,0.4546937345329235,0.5,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,10,nan,movies,math,movies->math,-0.0090440315975465,0.0115103414325014,-0.0272802053660569,0.8,0.6921174852786172,0.7039879401367762,0.6812242940861633,0.0,0.6638293422684352,0.6800348254748358,0.646015817609594,0.0,0.6728733738659817,0.6856612117568527,0.6578336176055162,0.0,0.6459346078062312,0.6656224340390811,0.626519112710016,0.0,,,,,0.0454618358629771,0.1225603388799975,-0.0283732628248062,0.08,0.4706551467981293,0.5086494084297963,0.4292754330274497,0.89,0.5293448532018706,0.5690268217604637,0.4994796306944529,0.04,2186.0,0.4838830173388935,0.5268557137233598,0.4464424099084074,0.77,0.5161169826611065,0.5474015534575523,0.4761007920708829,0.22,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,11,nan,math,movies,math->movies,0.0354153719266775,0.0595238069950513,0.011328399011175,0.0,0.647346438420691,0.6694261685291806,0.6282435510987692,0.0,0.6781553135700189,0.7021636825494479,0.6540197154814279,0.0,0.6427399416433414,0.6615617616154124,0.621427823324971,0.0,0.653578875429751,0.6719545209285421,0.6266833356620456,0.0,,,,,0.0042946007570894,0.1121122981401637,-0.0658830639747929,0.45,0.4815708498439333,0.5346601181921338,0.4292736177066775,0.77,0.5184291501560667,0.5602761524399066,0.4669613667744081,0.34,653.0,0.5141345493989773,0.5634798316025497,0.4675625453226976,0.32,0.4858654506010227,0.5342061960934597,0.4315715209626714,0.73,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,11,nan,movies,math,movies->math,0.0036506150343269,0.0285848178368342,-0.016666303680148,0.29,0.6745023992606837,0.6874586475763877,0.6589091307967504,0.0,0.6637798284198186,0.6861064400160545,0.645308700779015,0.0,0.6601292133854917,0.6729431640335868,0.6453276172610025,0.0,0.6482298799119603,0.666159527349292,0.6283349252676584,0.0,,,,,0.0797987962384562,0.1529309990577185,0.0065121117523425,0.02,0.4481711434890513,0.4847102036262677,0.4152368420656348,1.0,0.5518288565109487,0.5906725652629239,0.5182739295274522,0.01,2186.0,0.4720300602724924,0.511239129320094,0.4376470661713837,0.93,0.5279699397275076,0.5662417935011639,0.4864618986249151,0.08,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,12,nan,math,movies,math->movies,0.0682156301360323,0.0932438648726306,0.0449856826217219,0.0,0.6670873889726209,0.6888525745231052,0.6449034730153292,0.0,0.7293972328570333,0.7498766003538723,0.7101729617006297,0.0,0.6611816027210009,0.6853124699245774,0.6354374281724877,0.0,0.7020300285222145,0.7297150638265041,0.6853254536887343,0.0,,,,,0.0998937418369379,0.1775048621900585,0.0085275241091143,0.01,0.4325482035729307,0.4861248569662151,0.389588451834559,1.0,0.5674517964270692,0.6214002857918961,0.5229088228718537,0.01,653.0,0.4675580545901313,0.514716093644648,0.4251702110782299,0.87,0.5324419454098688,0.5798917018174851,0.4891379965694444,0.07,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,12,nan,movies,math,movies->math,0.0221013238048921,0.0437767940321006,0.006641972633433,0.0,0.6842317267409131,0.6993838555108668,0.6713279702241659,0.0,0.6755889943601692,0.6927059145024032,0.6576186189570525,0.0,0.653487670555277,0.6662888954591967,0.6411889629493215,0.0,0.64278482615326,0.6576037479572713,0.6248476809872923,0.0,,,,,0.097498564940656,0.1586117737649473,0.0094378395324347,0.01,0.4386997518191488,0.4818972716241206,0.4005653550255096,1.0,0.5613002481808512,0.5904783824726236,0.5250894343154451,0.0,2186.0,0.4638016832401951,0.5013370204047863,0.4315713671466782,0.96,0.5361983167598048,0.5713231493216697,0.4954826884919118,0.04,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,13,nan,math,movies,math->movies,0.1336966292136768,0.1613703102048438,0.1120721069597853,0.0,0.6481000263157678,0.66830262912531,0.6297822641971973,0.0,0.7248164187535304,0.7447811996843243,0.7052482640306053,0.0,0.5911197895398536,0.6140616759183662,0.5696418465160931,0.0,0.6093389331715447,0.6334427438943496,0.5896646230887207,0.0,,,,,0.1268899563898788,0.221011723255871,0.0527809334887458,0.01,0.395523874881013,0.441601625066484,0.3522277506156147,1.0,0.604476125118987,0.6534272452543479,0.554510313591028,0.0,653.0,0.4775861687291081,0.5166009722059559,0.4342124752845669,0.85,0.5224138312708919,0.5635921902350673,0.4766668556524829,0.17,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,13,nan,movies,math,movies->math,0.1121338983890545,0.1330278337804103,0.0865484609774858,0.0,0.6409322536489169,0.653793669019504,0.62725614314149,0.0,0.677244203884011,0.69541207559374,0.6603746081468874,0.0,0.5651103054949564,0.5800117169893111,0.5514651733576649,0.0,0.6006170013373261,0.6218965131422994,0.5830002703161246,0.0,,,,,0.1532369029731053,0.2247703903273005,0.0815845615795657,0.0,0.4002253887322517,0.433818787539722,0.3685608000108395,1.0,0.5997746112677483,0.6324101035503404,0.5599605781586361,0.0,2186.0,0.446537708294643,0.4919192832736627,0.4104596433549346,1.0,0.553462291705357,0.5857052730378106,0.521112055106961,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,14,nan,math,movies,math->movies,0.117422928795663,0.1472254137588734,0.0971265183836073,0.0,0.6590284944493529,0.6780005128821832,0.6401448005048734,0.0,0.7628018717267446,0.7822959169936583,0.7456549545982917,0.0,0.6453789429310816,0.6681675171451035,0.6176847962722649,0.0,0.7154246602090699,0.7370267672208304,0.6963662325595413,0.0,,,,,0.2606756248201359,0.3403980279123479,0.1765451748523372,0.0,0.3411772518982578,0.3897961839137134,0.3019644950165906,1.0,0.6588227481017422,0.6953082800016489,0.6113789915540112,0.0,653.0,0.3981471232816063,0.4426853802783436,0.3519162686182401,1.0,0.6018528767183937,0.6445498224900775,0.5601511039738583,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,14,nan,movies,math,movies->math,0.0805580055014321,0.099568623486937,0.059533092218362,0.0,0.726446369108795,0.7389046835037744,0.7149724472715184,0.0,0.7451049682286138,0.759116364168015,0.7336130573994872,0.0,0.6645469627271817,0.678358644668431,0.6511314860198497,0.0,0.6672108668201822,0.6816328104779685,0.6462852104696779,0.0,,,,,0.1561344566190001,0.240943160724685,0.0762638825435276,0.0,0.3943015481757863,0.4327454364343477,0.3646776132594807,1.0,0.6056984518242137,0.6426048336619906,0.5647261318509201,0.0,2186.0,0.4495639952052135,0.4962200310323952,0.4068707071617078,0.98,0.5504360047947865,0.5854717102645677,0.5161260608134935,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,15,nan,math,movies,math->movies,0.1653205552462076,0.1883029115961251,0.1396615988587886,0.0,0.6948377373059418,0.7099687293857267,0.6726205048354587,0.0,0.845809187082017,0.8637443009768611,0.8328055457045017,0.0,0.6804886318358094,0.6990169689370038,0.6584871516357919,0.0,0.8004081326666527,0.8178031428007382,0.7803617260625008,0.0,,,,,0.4582161910875965,0.5299001435307311,0.3711465680073474,0.0,0.2425453257476811,0.2815715678438912,0.202573914305827,1.0,0.7574546742523188,0.799724465796473,0.7182712708965846,0.0,653.0,0.2992384831647223,0.3382243432243432,0.2544153795790365,1.0,0.7007615168352778,0.7441703135214035,0.6427608835708795,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,15,nan,movies,math,movies->math,0.1233437340513963,0.1470238538568515,0.1062103476618309,0.0,0.7312673371374949,0.7460478706420556,0.7187937023966815,0.0,0.7809229245727735,0.7938015703960587,0.768577785850647,0.0,0.6575791905213771,0.6678359653155101,0.6462177688797274,0.0,0.7024301351682849,0.7235847011144364,0.6839166650330943,0.0,,,,,0.2555566341949317,0.3167657189908359,0.1982824287465497,0.0,0.3475861457682632,0.3874755501140597,0.3122528187089718,1.0,0.6524138542317368,0.6844711525755506,0.6134141791110356,0.0,2186.0,0.396857220036805,0.4301614817069774,0.3578768102521087,1.0,0.603142779963195,0.6441942393000144,0.5544818827988011,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,16,nan,math,movies,math->movies,0.1672171802608264,0.1936352845735317,0.140676025616385,0.0,0.6754968854175174,0.700678830367122,0.6515893196289,0.0,0.8351377643883763,0.8502450007482787,0.8156048613440359,0.0,0.6679205841275498,0.6882799121326523,0.6484661295308517,0.0,0.8049540785372079,0.8251285244269033,0.7868230974898477,0.0,,,,,0.4951076970756867,0.5774819360904142,0.4176329856303786,0.0,0.2335244504460629,0.2763635808826497,0.2028821427204875,1.0,0.766475549553937,0.8007788314469256,0.739096109992804,0.0,653.0,0.2713678524782503,0.3136318820363434,0.232531434548736,1.0,0.7286321475217498,0.7617493695256302,0.6830860516207404,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,16,nan,movies,math,movies->math,0.1221414470378433,0.1433745425158993,0.1042404087590167,0.0,0.7613136990743079,0.7736980371592649,0.7497645295730411,0.0,0.8112159041194844,0.8243256116249652,0.793788138793256,0.0,0.6890744570816411,0.7021223705230725,0.673622882570774,0.0,0.7260310580702486,0.7396638947038373,0.709767713085561,0.0,,,,,0.2827868852459016,0.3564181615442318,0.2233054892897731,0.0,0.3275143083858114,0.3684079537151757,0.2909792491220343,1.0,0.6724856916141885,0.7126305336215024,0.6355459899348527,0.0,2186.0,0.3896988063682868,0.4300862477683064,0.3500283339238578,1.0,0.6103011936317131,0.6548562062200417,0.5739578321965793,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
Exp2B,qwen25_7b,17,nan,math,movies,math->movies,0.1667385782841718,0.1904352290433779,0.1447750944428559,0.0,0.6942742993942423,0.7162582268339129,0.6753982672152902,0.0,0.8675381981491942,0.8820047616461894,0.8560851293640356,0.0,0.7007996198650224,0.7199508616567872,0.6794551494821048,0.0,0.8509191266205012,0.868023006539583,0.8372432984448948,0.0,,,,,0.5400349766453412,0.6044194923396243,0.4498852930286687,0.0,0.2111216877338233,0.253808435072223,0.1741288905560869,1.0,0.7888783122661767,0.8261242937011593,0.7532692964652471,0.0,653.0,0.2488433356208354,0.2893781054738653,0.2028237546865325,1.0,0.7511566643791645,0.784177301585043,0.7115381923406973,0.0,,,,,,,,,,,,,,,,0.5,symmetric_confident
